id	text	class_label
1559	চিংড়ি দিয়ে কুরি নুডলস সাথে থাই মসলাযুক্ত  করে তাদের সেরা খাবারটি তৈরু করুন - একটি ডিশ যা ২3.95 ডলারের বেশি হবে, তবে এটি $ 16 এখানে।	positive
1465	এটি মহা মূল্যবান  সুস্বাদু খাদ্য কিন্তু একটি ঠান্ডা দিনে এখানে যান এবং  দরজার সামনে বসবেন না।	negative
1862	দক্ষিণ পূর্ব উপকূলের কয়েকটি সাশ্রয়ী ও স্বাদযুক্ত ভারতীয় রেস্টুরেন্টের মধ্যে একটি।	positive
85	চমত্কার সেবা, চমত্কার খাদ্য, এবং একটি ঠাণ্ডা বাহিত বায়ুমন্ডল এবং পরিবেশ।	positive
1336	আমি জানি না তারা কারা, কিন্তু তারা আশেপাশের বাসিন্দাদের প্রতি কোন সম্মান রাখে না যেহেতু তারা তাদের সরাইখানার  দরজা খুলেছে এবং গ্রীষ্মকালে প্রতি সপ্তাহে সকালে বিস্ফোরণের মত জোরে গান করে।	negative
1543	হতাশাদায়ক খাদ্য, অকথিত সেবা	negative
887	আমরা শনিবার রাতের বিকল্পের অর্ধ-মূল্যের সমর্থক ছিলাম, যখন সাম্প্রতিক এক সাক্ষাৎকারে কিছু অদ্ভুত স্কুইজ ছিল।	positive
231	নিউ ইয়র্ক শহরের সেরা এক জায়গা, এটি একটি চমত্কার শিথিল জায়গা এখনের  খাদ্য ভাল  ।	positive
582	অন্যথায়, এই জায়গাটি চমৎকার পরিষেবা এবং মূল্য এবং একটি সুন্দর বন্ধুত্বপূর্ণ পরিবেশ।	positive
87	চমত্কার সেবা, চমত্কার খাদ্য, এবং একটি ঠাণ্ডা বাহিত বায়ুমন্ডল এবং পরিবেশ।	positive
1592	লক্ষণ, বিশেষ মেনু, খাদ্য এবং এমনকি সব কর্মচারী  সব সম্পূর্ণরূপে জাপানি ।	positive
1196	সব খাবারই চমৎকার ছিল - অধিকাংশ মাপসই মূল্যের রেস্তোরাঁয় খাদ্যের গুণগত মান বিবেচনা করা হয় মধ্যম মানের এটি একটু বেশি মূল্যবান এবং ভাল ছিল।	positive
1228	এটিরসব ছিল কেবল আশ্চর্যজনক, অনন্য এবং সুস্বাদু এবং এটি  কিনারা ভাঙ্গা না সব সেরা।	positive
855	ক্রসবি স্ট্রিটে পাকিস্তানি গবাদিপশুর সাথে খাপ খাইবার জন্য এটি ক্রমাগত উন্মুক্ত, তাই আপনার চেয়ে আশা করা খাদ্যের চেয়েও বেশি টার্নওভার রয়েছে (যেমন, আশ্চর্যজনকভাবে তাজা)।	positive
749	যাইহোক তাদের একটি শালীন ওয়াইন তালিকা আছে, খাদ্য ভাল, দাম সঠিক ।	positive
583	অন্যথায়, এই জায়গাটি চমৎকার পরিষেবা এবং মূল্য এবং একটি সুন্দর বন্ধুত্বপূর্ণ পরিবেশ।	positive
516	স্পাইস হল গ্রেট থাই খাবার, সস্তা অ্যাপেটাইজারদের ভালোবাসা।	positive
68	স্থানটি এত শীতল এবং পরিষেবাটি যে প্রম্পট এবং বিনয়ী।	positive
1372	হারু খুব তাজা মাছ সরবরাহ করে, একটি প্রচলিতো, আধুনিক পরিবেশ,  দক্ষিণে পার্ক এভিনিউয়ের প্রশস্ত রাজপথে প্রধান অবস্থান  এবং বন্ধুত্বপূর্ণ সেবা প্রদনের ব্যবস্থা আছে।	positive
1313	আকর্ষণীয় নির্বাচন, ভাল মদ্য, সেবা ভাল , মজার সজ্জা।	positive
288	রাস্তায় মাথা তাদের সাক বার বার হবে,যদি আপনি Haru এর মহান খাদ্য চান, বিশেষ করে হাউস রোল জন্য ক্ষুধা করছেন, কিন্তু অপেক্ষা বিল্ডিং outisde দাঁড়ানো যাবে না,	positive
1501	তাই, ভাল খাবারের জন্য আমিসুপারিশ করতাম, কিন্তু  এটা রাতের জন্য মজার নয়।	negative
2044	সেখানে কোন পরিবেশ ছিল না,সেবা ছিল অনুপযুক্ত,এবং খাদ্যটি ছিল গড়ের নিচে।	negative
1669	এটি এমন ব্যক্তিদের জন্য একটি জায়গা যেখানে  মধ্যস্বত্বভোগী খাবারের জন্য তরা প্রচুর পরিমাণে অর্থ প্রদান করে,শব্দ এবং একটি সুযোগ  রয়েছে  সেতু এবং সুড়ঙ্গপথের সহকর্মী লোকজনের	negative
1643	আমি জাপানে 7 বছর ধরে বসবাস করেছি এবং খাবারের স্বাদ এবং রেস্টুরেন্ট জাপানে ফিরে আসার মতো অনুভূতি জাগায় ।	positive
561	ভাল সঙ্গীত, মহান খাদ্য, দ্রুত পরিষেবা সাশ্রয়ী মূল্যের দাম।	positive
347	খুব ভাল দাম এবং খুব ভাল সেবা।	positive
1071	তাজমহল মহা মূল্যবান এবংদামি খাদ্য প্রদান করে।	positive
294	যুক্তিসঙ্গত দামে সন্তুষ্ট মদ।	positive
453	উত্কৃষ্ট, সজাগ, নিন্দা না  ছাড়া,খাদ্য এবং সেবা ভয়ঙ্কর ছিল না	positive
132	বায়ুমণ্ডল নির্মূল করা হয়, সেবাটি নিখুঁত এবং খাদ্যটি চমত্কার।	positive
206	Tuk Tuk যারা আরামদায়ক আশপাশ জয়েন্টগুলোতে এক যেখানে আপনি জানেন যে আপনি একটি ন্যায্য মূল্যে একটি ভাল খাবার সবসময় থাকবে।	positive
2043	সেখানে কোন পরিবেশ ছিল না,সেবা ছিল অনুপযুক্ত,এবং খাদ্যটি ছিল গড়ের নিচে।	negative
47	এই শহরতলির প্রতিবেশী স্পট একটি বীট মিস না,অবিশ্বাস্য খাদ্য থেকে, উষ্ণ বায়ুমণ্ডলে, বন্ধুত্বপূর্ণ পরিষেবাতে, ।	positive
1744	আমি শৌলতে-এ অনেক সময় খাওয়া-দাওয়া করেছি, খাবার সবসময়ই ধারাবাহিকভাবে, অকথ্য ভাল।	positive
820	আমি দরিদ্র পর্যালোচনা দ্বারা বিস্মিত am- আমি এই জায়গা ইতালীয় সঙ্গে বন্য একটি এলাকায় স্ট্যাংয়াইট হতে খুঁজে - মহান মূল্য, মহান বায়ুমণ্ডল, ভাল সেবা এবং একটি চমৎকার ওয়াইন তালিকা।	positive
488	এখানে যাও.	positive
655	অবস্থান এবং পরিবেশটি ঠিক আছে কিন্তু খাদ্যটি এটির জন্য তৈরি হয়।	positive
208	Tuk Tuk যারা আরামদায়ক আশপাশ জয়েন্টগুলোতে এক যেখানে আপনি জানেন যে আপনি একটি ন্যায্য মূল্যে একটি ভাল খাবার সবসময় থাকবে।	positive
867	তিনি তার খাদ্য এবং তার ব্যবসার মধ্যে বাস্তব গর্ব করেন	positive
1252	পশ্চিম গ্রামে এটির বেশ মূল্য এবং বিশেষ করে পরিবেশর জন্য মহান বলে বিবেচনা করা হয়	positive
1993	আমি রিজার্ভেশন করার চেষ্টা করেছি কিন্তু বলা হয়েছিল যে তারা সপ্তাহান্ বন্ধ ছিল,শেষ স্মারক দিন ছিল,  (আকর্ষণীয়, কিন্তু ...)।	negative
930	খাদ্য সাধারণত ভাল হয় কিন্তু এটি অবশ্যই একটি আরামদায়ক স্থান যেতে না হয়।	positive
817	আমি দরিদ্র পর্যালোচনা দ্বারা বিস্মিত am- আমি এই জায়গা ইতালীয় সঙ্গে বন্য একটি এলাকায় স্ট্যাংয়াইট হতে খুঁজে - মহান মূল্য, মহান বায়ুমণ্ডল, ভাল সেবা এবং একটি চমৎকার ওয়াইন তালিকা।	positive
1171	এটি আমার প্রথমবারের মতো রেস্টুরেন্টের জন্য একটি পর্যালোচনা লিখছে কারণ খাদ্য এবং পরিষেবা চমৎকার ছিল।	positive
1044	ক্র্যাব ক্রোভেট আমি এটাকে পছন্দ করতাম না। প্রথমবারের মতো আমি আদেশ দিয়েছিলাম এবং তারা কোনও বড় চুক্তি ছাড়াই আমার জন্য এটি পরিবর্তন করতে পেরে খুশি।	positive
778	খাদ্যের মান চমৎকার এবং দাম সস্তা, শুকরের মাংস, মাছ, মুরগির, ভেড়ার বাচ্চা এবং শাক সবজি।	positive
157	আপনি তাদের জন্য মূল্যের দামের মূল্য পাবেন, যদিও মাকড়সা রোলটি খেতে একটি চ্যালেঞ্জের মতো হতে পারে, তবে নরম শেলের কাঁকড়াটি রোলটি দিয়ে ঝুলিয়ে রাখলেও।	positive
1377	খুব কল্পনাবিলাসী আগুন - আমি আক্ষরিকভাবে ল্যানটারনায়  সময়  কাটিয়েছি, তাদের ওয়াইন থেকে ওয়াইন পান করেছি এবং পরিবেশ উপভোগ করেছি।	positive
1601	ফাস্ট ফুড জয়েন্টগুলোতে একটি চমৎকার বিকল্প এবং ক্রম কিন্তু, খাদ্য ছিল সামান্য হতাশাজনক।	negative
793	যদিও তারা সাধারণত কি ধরনের জল চান আপনি প্রশ্ন করলাম পরিষেবা  ভাল চান ছিল, এবং সামগ্রিকভাবে খাওয়া রাখার জন্য খুব শিথিল।	positive
1780	আমি এলাকার তুলনায় অপেক্ষাকৃত নতুন এবং ২ য় বেলালকে বাছাই করার চেষ্টা করেছি এবং পরিষেবাটি নিয়ে হতাশ হয়েছি এবং আমি ভাবলাম মূল্যবান দিক দিয়ে খাদ্যটি ওভার করো।	neutral
1093	চারপাশে তাকিয়ে দেখলাম নিউ ইয়র্কাররা একটি রুমে ভতি্ তারা ভাল  রেস্তোরাঁয় আসল খাবার খা চ্ছে, দেখার জন্য অবিস্মরণীয় একটা ক্লাবহাউস নয়।	positive
1126	আমরা  দুজনই পাস্তা চেয়েছিলাম  এবং তারা তা সময়মত এবং তাজা পরিবেশন করে।	positive
614	সজ্জা গাঢ়, ঠান্ডা এবং শীতল, যখন খাবারের উপস্থাপনা দর্শনীয়, কম দাম বিবেচনা করে।	positive
1417	সবচেয়ে টেকসই, সেরা বৈচিত্র্য এবং দ্রুততর ডেলিভারি।	positive
1426	স্যান্ডউইচ শুষ্ক,সাদহীন  এবং অত্যধিক প্রসারিত।	negative
1609	এটি একটি সমস্যা যেহেতু আমরা প্রায় 20 টাকায় একটি ডিশের জন্য দিয়েছি, এবং একটি সুস্বাদু  স্বাদ পেতে 5 টি খাবারের অর্ডার দিতে হয়েছিল।	negative
652	সলিড ওয়াইন তালিকা, বুদ্ধিমান কর্মচারী, বন্ধুত্বপূর্ণ মালিক এবং একটি সাহসিক, পরিবর্তনশীল মেনুতে আমাদের ফিরে আসার কথা ।	positive
1304	ওয়েটার সম্পূর্ণভাবে পানীয় দিতে   ভুলে যায়, খাবারের পরিন এত কম হয়, দুইজন লোক এক ঘরের মধ্যে কষ্ট করেভাগাভাগি করতে	negative
28	এটি সুনির্দিষ্টভাবে বিশেষ আফগানিস্তান।	positive
680	অংশ বৃহৎ এবং সার্ভার সর্বদা একটি ভিন্ন স্টার্টার সঙ্গে আমরা আশ্চর্য।	positive
1631	ভাল খাদ্য,ভাল পরিকল্পনা এবং চমৎকার পরিবেশনা।	positive
1077	বিশিষ্ট Bagels, কিন্তু আপনি কিসের জন্য অর্থ প্রদান করবেন।	positive
1885	খাদ্য এই বিশ্বের বাইরে,কর্মীরা বাসস্থানের পাশাপাশি আম্বানিয়ার উত্তেজনাপূর্ণ এবং এখনো নিখুঁত ছিল	positive
1748	আমার এটি দ্বিতীয় উপভোগ,দর্শনীয় ক্যাভিয়ার থেকে অতিথিশালা waitstaff যাই, আমি রয়্যালটি মত অনুভূত হই।	positive
253	আমি এলাকা এবং লোকেরা আপনার রোমান্টিক, লোভনীয় ambiance বা পাঁচ তারকা পরিষেবা একটি sommlier এবং ক্যাপ্টেন এবং পিঠ ওয়েটার একটি জটিল ধাঁধা সমন্বিত জন্য এখানে না প্রয়োজন বুঝতে - আপনি খাঁটি খাবার, স্বাদ, পরীক্ষা জন্য আসা	positive
1285	UWS তে অনেক ভাল রেস্টুরেন্ট আছে , আমার  অত্যধিক খাদ্যের প্রয়োজন নেই, অপেক্ষাকৃত অহংকারী  কর্মচারী যারা রাতের খাবারের মহিমান্বিতা  জানেনা ,অবিচক্ষণ  সেবা এবং ব্যবস্থাপনার  কোনও যত্ন নেয় না।	negative
612	সজ্জা গাঢ়, ঠান্ডা এবং শীতল, যখন খাবারের উপস্থাপনা দর্শনীয়, কম দাম বিবেচনা করে।	positive
1694	আমরা আসলে 10% টিপ দিয়েছি (যা আমরা মধ্যমমানের আহার ও পরিষেবা সত্ত্বেও কখনও করি নি),এই  কারণে যে আমরা সম্পূর্ণভাবে অনুভব করেছি ,	neutral
1886	খাদ্য এই বিশ্বের বাইরে,কর্মীরা বাসস্থানের পাশাপাশি আম্বানিয়ার উত্তেজনাপূর্ণ এবং এখনো নিখুঁত ছিল	positive
1328	আপনি যদি নিউ ইয়র্কে শহরে বাস করেন, তবে আপনি অর্ধেক দামে টাইম square এর বাইরে ছোট রেস্টুরেন্টগুলিতে ভাল খাবার পাবেন ।	negative
833	যুক্তিসঙ্গত দামের মহান খাদ্য ।	positive
1647	এখানে তাদের সবই আছে - ভাল মূল্য, খাদ্য, এবং সেবা।	positive
362	আশ্চর্যজনক পানীয় আধা-ঘন্টা 8pm পর্যন্ত বন্ধ	positive
248	পরিষ্কারভাবে  সেরা শহরের মধ্যে খাদ্য, পানীয় এবং সেবা প্রয়োজন পরে	positive
384	আমি সুপারিশ করছিলাম তাদের  অত্যন্ত খাদ্য, পরিবেশ এবং বিস্ময়কর ক্যাফ সেন্ট বার্ট সেবার জন্য  ।	positive
487	সেবা অবিশ্বাস্য এবংগ্রেট ভারতীয় খাদ্য  ।	positive
1438	বন্ধুত্বপূর্ণ সেবার সঙ্গে একটি খুব আমন্ত্রিত রেস্টুরেন্ট,	positive
511	ভাল খাবার, সেবা ঠিক আছে।	positive
908	মধ্যপন্থী দাম এবং খাদ্য নির্ভরযোগ্য	neutral
991	টেবিলের পাশাপাশি আমরা আমাদের রেস্তোরাঁর প্রতিদ্বন্দ্বীদের দুইবার আগেই প্রতিশ্রুতি দিয়েছিলাম, আমরা আসলেই তিনবার অর্ডার না করায় আমাদের তিনটি অর্ডার দেওয়া হয়েছিল, বাকিটা টেবিলের বাকি বসার ২0 মিনিট পর আমরা আমাদের অর্ডারগুলির একটি পেয়েছি (এবং যে আদেশটি পুরাপুরি ছিল), এবং 45 বিলিয়ন ডলারের চেয়ে বেশি চার্জ করেছি যা আমাদের বিলের উপর ছিল।	negative
732	এটি একটি কটি দুর্দান্ত থাই রেস্তোরাঁ সঙ্গে খুব বন্ধুত্বপূর্ণ স্টাফও	positive
382	সাংহাইতে আমার জীবনের বেশিরভাগ সময়ই ছিল, এবং ভাবা হয়েছিল যে এই খাবারটি গ্রীন বো রেস্তোরাঁর মতই তুলনীয় ছিল	neutral
1281	মালিক খুব বন্ধুত্বপূর্ণ এবং একজন ভাল লোক, তার পিজা চেষ্টা করুন, আপনি এটা পছন্দ করবেন!	positive
261	স্থানটি সর্বাধিক চেয়ে কম বলে মঞ্জুরিপ্রাপ্ত, এটি এমনকি   বৃহত্তম রেস্টুরেন্টে এমনকি আপনি পাবেন সেরা পরিষেবা।স্থানটি সর্বাধিক চেয়ে কম বলে মঞ্জুরিপ্রাপ্ত, এটি এমনকি   বৃহত্তম রেস্টুরেন্টে এমনকি আপনি পাবেন সেরা পরিষেবা।	positive
1920	মূল্য মানের সেবা এবং খাদ্যের তুলনায় CHEAP ছিল।	positive
694	দ্বিতীয় আপনি দরজা মত ভারী খিলান মাধ্যমে পদব্রজে ভ্রমণের জন্য , আপনার আগমনের আশংকা মানুষের সঙ্গে আপনি বুঝতে পারে যে আপনি একটি জীবনকালের ডাইনিং সাইড আছে যাচ্ছেন।	positive
752	তাদের চিকেন টিঁকা মশলা বেশ ভাল,দাম আরো উচ্চতর।	negative
1685	এটি ক্যাফ সেন্ট বার্টেতে আমার প্রথমবার আসি  এবং আমি অবশ্যই বলতে চাই যে খাদ্য এবং পরিষেবা কতটা চমৎকার হবে।	positive
565	আমি 5 বছর NY জন্য বসবাস করেছি এবং এই জায়গাটিতে আমার এটি সব আছে।	positive
1119	ছবি দেখার জন্য আমাদের সময়টা উওম ছিল ,এবং খাদ্য গুল ভাল ছিল  ঠিক আমরা যা খুঁজেন ছিলাম।	positive
1104	আমার খাবার অত্যন্ত ভীতিজনক  ছিল, এবং আমাদের সার্ভার আমাদের  মূল্যপরিসীমার মধ্যে একটি খুব ভাল ওয়াইন দিয়েছিল, পরিবর্তে একটি অনুরূপ মূল্যের ওয়াইন কেনার সময় ভাল ছিল না ।	positive
822	আমি পিছনে টেবিল এ ডাইনিং সঙ্গে পিছনে ফিরে ছিলাম এবং তারা আমাদের বললো অপেক্ষা করুন আবার  বললো অতীতে চিপা হিসাবে কর্মীদের আমাদের মাথা উপর লাফানো ছিল ।	negative
1888	খাবার সুস্বাদু ছিল (আমি একটি হিলিবুট বিশেষ ছিল, আমার স্বামী স্টেক ছিল), এবং সেবা শীর্ষ খাঁজ ছিল।	positive
1230	গ্রেট ওয়াইন তালিকা, যুক্তিসঙ্গত দাম। - সারা	positive
1974	একটি ক্ষুধাআমরা কেবল পনির fondue মাধ্যমে পেতে পারে  ।	neutral
1851	যখন আমরা অবশেষে আমাদের ভেতরে এসে বসেছিলাম, তখন আমাদের অর্ডারের চেকের জন্য দ্বিগুণ	negative
763	আপনি জুজু, টুপি বা তাদের খাদ্য ভাল মূল্যযুক্ত ওয়াইন তালিকা উপর চমৎকার বিয়ারের সঙ্গে  ।	positive
1467	সামগ্রিকভাবে, আমি এখনও প্রভাবিত যদিও  স্থানটি   অস্তিমান এবং দাম বেশ শালীন কিন্তু তারপরও এটা Chinatown	positive
615	Waitstaff খুব সুন্দর এবং আমার স্বামী তিনি তার খাবার উপভোগ করার জন্য swarfish প্রস্তাব।	positive
559	ভাল সঙ্গীত, মহান খাদ্য, দ্রুত পরিষেবা সাশ্রয়ী মূল্যের দাম।	positive
1558	খাদ্য্যের প্রস্তুতি ভাল ছিল এবং সেবা নিখুঁত।	positive
718	এমন কোনও রেস্টুরেন্ট হবে না যা আমি ফিরে আসব,যদিও $ 20 এন্ট্রি রেঞ্জটি অতিশয় ব্যয়বহুল নয়, নিউইয়র্ক সিটিতে, এই পরিসরে স্পষ্টভাবে ভাল খাদ্য রয়েছে, এবং তাই নীলকান্তমণি, এটি সুন্দর বায়ুমণ্ডল সত্ত্বেও।	negative
1616	সব পিজা মজার  এবং  এমনকি দামও ভাল!	positive
676	যদিও আমরা পুঙ্খানুপুঙ্খভাবে খাবার উপভোগ করতাম, কথোপকথনের জন্য টেবিলের দিকে চিৎকার করে বিরক্ত করতে ছিল।	negative
1274	যদিও আমি মানুষকে এই জায়গাগুলির দাম জানিয়ে  দেই  তবে বাইরের তালিকা বন্ধ হবে - দুর্ভাগ্যবশত - দুঃখিত,  - NYC- এর  পিজা সেরা নয়।	positive
1091	অন্তত কম সেময় বলা যায় কম সময় প্রচেষ্টা, বা অর্থের মূল্য নয়।	negative
1553	এদিকে, আমরা আমাদের বোতল শেষ করি মদের দোকানের পরিবেষক  তার রিজার্ভ থেকে শ্যাম্পেন আনা  অব্যাহত  রাখেন এবং আমরা পুদিনার সঙ্গে বিনামূল্যে শালগম স্যুপের মজা উপভোগ করি।	positive
1182	আমি আগে কখনও তুলনামূলকভাবে ভাল নিগিরির  এর 40 টুকরা খাইনি	neutral
1719	প্রশংসনীয় যুক্তিসঙ্গত মূল্য সঙ্গে অনেক কিছুই অভিনব কিন্তু সত্যিই ভাল খাদ্য	positive
1764	আপনি বন্ধুত্বপূর্ণ একটি মুহূর্তে,আপনার হাত ঝাঁকি নিতে ইচ্ছুক আপনি কথা বলতে ইচ্ছুক,উভয় সুস্বাদু, রান্না হয় ।	positive
1023	উপরন্তু, খাদ্য খুব ভাল এবং দাম যুক্তিসঙ্গত।	positive
1332	এটি নবু না হলেও, নিশ্চিত এটি একটি বড় চুক্তি  এবং আপনি এর জন্য স্পষ্টভাবে সন্তুষ্টি এবং পূর্ণতা অনুভূতি অনুভব করবেন।	positive
1915	এটি UWS সেরা পাই,অপেক্ষা করুন কর্মী আপনার ব্যবসা নির্লিপ্তভাবে অগ্রহণযোগ্য	positive
630	বালুচি এর দৃঢ় খাদ্য এবং যুক্তিসঙ্গত মূল্যের একটি সুন্দর সজ্জা।	positive
826	আমি প্রথম মরিয়মের সম্পর্কে একটু লেইস ছিলাম - এটি ছোট, ভিড় এবং আপনি সাধারণত লাইন অপেক্ষা করতে হবে - কিন্তু আমি খুশি আমি অবশেষে চেষ্টা করেছি	positive
765	আপনি যদি চান যে আপনার গান বিস্ফোরিত হয় এবং সিস্টেমটি এত বড় না এবং যদি আপনি কমপক্ষে 100 ডলার বোতল ন্যূনতম দিতে চান তবে আপনি এটি এখানে পছন্দ করবেন।	negative
524	আমরা জানুয়ারিতে রেস্টুরেন্ট সপ্তাহে ব্রেড বার পরিদর্শন করেছিলাম এবং মেনু নির্বাচন এবং পরিষেবাতে খুশি ছিলাম।	positive
1781	আমি এলাকার তুলনায় অপেক্ষাকৃত নতুন এবং ২ য় বেলালকে বাছাই করার চেষ্টা করেছি এবং পরিষেবাটি নিয়ে হতাশ হয়েছি এবং আমি ভাবলাম মূল্যবান দিক দিয়ে খাদ্যটি ওভার করো।	negative
968	যখনই আপনার একটি সুশি ফিক্স প্রয়োজন,  তখনই আপনি Mizu মানের মাছ এবং মহান সেবা দিতে পারবেন।	positive
1492	20 টাকা দিয়ে আপনি খুব উচ্চ মানের প্রুচুর সুসি পাবেন- আমি এমনকি জাপান থেকে এখানে একজন বন্ধু এনেছি  যে বলে এটি ছিল মার্কিন যুক্তরাষ্ট্রের সেরা সুশির একটি ।	positive
1720	চিকেন পাত্র পাই ব্যতিক্রমী, cheeseburger বিশাল এবং উপভোগ্য, এবং সেবা পেশাদারী গরম গরম পরিবেশনা ।	positive
1264	না টারাং, সান্ত্বনা এবং সাজসজ্জার সম্পূর্ণ অভাব হচ্ছে   এর  জন্য খুব রাগ  হচ্ছে, কর্মীরা  অতি ধীরে ধীরে  এবং ভয়ানক দ্রুত খাবার দিচছে , আমার  কখনও হয়েছে এক সেরা ভিয়েতনামী রেস্টুরেন্টে । ফো সুস্বাদু এবং খুব তাজা শাক সবজি সঙ্গে নিয়ে আসে।	positive
1063	যাইহোক, ২003 এর গ্রীষ্মে, মনে হয় ব্যবস্থাপনাটি বদলে গেছে এবং দারুণ রোমান্টিক ব্যাকআপের দরুন গ্লাস ফ্রন্টের  বড় দরজাটি স্থানান্তরিত হয়েছে।	neutral
1867	আমার 48 তম Pongsri সঙ্গে প্রেম ছিল, কিন্তু Suan এর তুলনায় এটা পরিষেবাতে ধীরে এবং overpriced হয়।	negative
998	আমাদের ভোজনের পর আমি অনেকটা পূর্ণ ছিলাম	positive
1084	সেবা গরম এবং মনোযোগী ছিল, গরুর মাংস কার্পাসিও চমৎকার ছিল (বিশাল অংশ) এবং  তাজা পাস্তা এবং ভাল প্রস্তুত ছিল।	positive
662	আমি আবারও এখানে আসার পরিকল্পনা করছি এবং ব্রুসচেটো, প্যানিনি এর তাদের ভাণ্ডারের চেষ্টা করার জন্য অপেক্ষা করছি .....	positive
312	ওয়েট্রেস ওয়াইনের চশমাটি  খুব ভালভাবে খাদ্যে ও চলাচলের পরামর্শ দিয়েছে	positive
798	একটি মহান চুক্তি এ একটি মহান পছন্দ এবং কোন খরচ	positive
587	এই সুপারিশ মহান সেবা জন্য,অত্যন্ত চমৎকার সুশি।	positive
912	খাদ্য এবং সেবা অনেক ভাল হতে পারে, যদিও Ambiance এবং বায়ুমণ্ডল মহান ছিল।	positive
1776	একটি বড় চুক্তি ছিল 6 নীল পয়েন্ট ওজন এবং একটি বিয়ার বা ওয়াইন জন্য গ্লাস $ 8 এর জন্যে	positive
794	জায়গাটি তার মহান ছিল,খাবারটি খুব ভালো ছিল, এবং এটি একটি মহান চুক্তি।	positive
1959	কিন্তু সবকিছু সুস্বাদু ছিল,সামগ্রিকভাবে রেস্টুরেন্টটি আমাদের অন্যান্য সুশি প্রিয় এবং ব্যয়বহুল ছিল।	negative
1656	খাবার চমৎকার ছিল, এই সেবাটি সৌজন্যপূর্ণ এবং ব্যক্তিগত ,এবং সেই পরিবেশ সম্পর্কে!	positive
1655	খাবার চমৎকার ছিল, এই সেবাটি সৌজন্যপূর্ণ এবং ব্যক্তিগত ,এবং সেই পরিবেশ সম্পর্কে!	positive
949	আমার ভালবাসা সত্য তাই পিজার স্বাদ  ভাল এবং সস্তা।	positive
217	আমি  তাদের প্রায়ই  আদেশ করতাম ডেলিভারি সবসময় দ্রুত আমার পিজা এবং রসুন নট ভাল	positive
859	আমি বিশেষত প্রাক থিয়েটার মেনু দেখে (শেভর, স্টেক ফ্রাইট, ক্রম ব্রুয়েল সঙ্গে শেডযুক্ত টমেটো স্যুপ জন্য $ 19.95) জন্য 6:00 PM গিয়েছিলাম এবং এটি বিস্ময়কর ছিল।	positive
