id	text	class_label
2545	হাশিম আমলার আন্তর্জাতিক ৫৪ সেঞ্চুরীকে ছাড়িয়ে বিরাট ৫৫ আন্তর্জাতিক শতকের মালিক হলেন।	negative
207	টারনিং পিচ বানিয়ে ওষুধ খুজে লাভ কি বাউন্সি পিচ বানালেই হয় ।	negative
652	আরো আগে রাজ্জাকের প্রত্যাবর্তন করা দরকার ছিল	positive
878	সাব্বির সালা স্কোয়াডে কেন?	negative
1832	অসাধারণ দায়িত্ব পালন করতে করতে বিশ্বখ্যাত গতিদানব সুজন কাক্কু ক্লান্ত হয়ে পড়েছেন।	negative
631	মমিনুলকেই টেস্ট স্কোয়াড থেকে বাদ দিতে চেয়েছিলেন হাতুরি	negative
433	হাতুরু কে কিছুদিন পর শ্রীলংকা দলের লোকে পিঠাবে	negative
279	জাতির ইজ্জত এখন বোলারদের হাতে!	positive
1083	ওদের সাম্প্রতিক ফর্ম ও জঘন্য, তাই খুব বড় কোনো অঘটন না ঘটলে বাংলাদেশ ই চ্যাম্পিয়ন হওয়ার কথা	negative
813	আজকে বুঝল রাজ্জাকে কতটুকু দরকার ছিল	negative
1589	সাব্ব‌িরক‌ে না ন‌িয়ে সাইফউদ্দীনক‌ে ন‌িলে ভাল হত। প‌েস ব‌োলিং এ কাজ‌ে লাগান য‌েত।	negative
1449	ব্যাটিং, পেস বোলিং কিংবা স্পিন বোলিং কোন ক্ষেত্রেই বাংলাদেশ প্রতিপক্ষের থেকে অপেক্ষাকৃত শক্তিশালী অবস্থায় থাকেনা	negative
2096	ইমরুল, সাব্বির, লিটন এই গুলারে চিরতরে দল থেকে বহিস্কার করা হোক।	negative
857	পিচে টারন আছে। খেলা ৪ দিনে শেষ হবে।	negative
2258	একবার আহব্বান করলে আমরা সাধারণ জনগন যে কোন কন্ডিশননে খেলতে প্রস্তুত।।	negative
977	এক ম্যাচ ভালো খেললে, পরের ম্যাচ খারাপ খেলবে এটাই স্বাভাবিক।এটাই বাংঙ্গালী পেলেয়ারদের ধরন।	negative
1726	আমাদের শান্তনা দুজন বোলার ৪ উইকেট পাইছে,এটা নিয়াই হিহিই করতে থাকি।	negative
832	এই পিচে বাংলাদেশকে ৪র্থ ইনিংসে ব্যাট করতে হবে,যেখানে ১৫০ রানের বেশি টার্গেট চেজ করা কঠিন হবে।	neutral
2511	ম্যাক্সওয়েলের মত পোতিভাবান ক্রিক্রেটার অষ্ট্রেলিয়া দলে কেও নেই তাকে নিয়মিত ওয়ানডে দলে রাখা উচিত।,	positive
485	২য় ম্যাচে চাহালের জাদুকরি স্পিন য়ে দাড়াতেই পারেনি আমলা,ডি কক,ডুমিনি,মিলার মতো বিশ্বসেরা ব্যাটসম্যান রা.	negative
725	খুব গুরুত্ব পূর্ন একটি ভাল সিদ্ধান্ত রাজ্জাক ভাইকে ফিরিয়ে আনার জন্য ।	positive
2933	টি টুয়েন্টিতেও বাঁশ খাবে! দিন শেষে হাতুরের জয়! দলের কোচ হয়েই তিনটা ট্রফি!আর কি চাই!!	negative
1084	ওদের সাম্প্রতিক ফর্ম ও জঘন্য, তাই খুব বড় কোনো অঘটন না ঘটলে বাংলাদেশ ই চ্যাম্পিয়ন হওয়ার কথা	negative
583	মাহমুদুল্লাহ বাংলার ক্রিকেটের ৫ তারার মধ্যে এক তারা	positive
964	দুই ইনিংস মিলাইয়া ২২২ রান করাটাই বাংলাদেশের পক্ষে চ্যালেজ	negative
223	পরাজয় হয়ছি করার কিছু নাই কিন্তু মাএ ৮২ রানে অলআউট মানতে পারলাম না।!!!	negative
346	রাজজাককে না নিলে তার অভিশাপে হারবে বাংলাদেশ।	negative
818	বাংঙালীকে তেল দিতে নেই। ভালো খেলছে, ধন্যবাদ।	negative
2509	টেস্টে খুব বিপদজনক বোলিং পিচ করেছিল ৩টার মধ্যে আফ্রিকার কারো ১০০ নাই কোহলি দেখিয়ে দিয়েছে আমার জন্য বোলিং পিচ ১০০ করাও অসম্ভব না।	neutral
594	একটা ভালো খেলোয়ার দশ বারো ইনিংসে চেনা যায়না তাইলে সাব্বির অনেক আগে বাত যাওয়ার কথা??	negative
1735	বাংলাদের দৌড় ঐ জিম্বাবুয়ের সাথেই জেতা	negative
970	আগে বাংলাদেশের ব্যাটিংদেখি তারপরে তোরা লাফাইচ বাবা।	negative
76	মোমিনুল, রাজ্জাক কতোয়না ভালো খেলছে। অথচ এরায় সুযোগ পায়না।	negative
85	রাজ্জাক বুড়া হয়েগেছে খেলা পারেনা,তাহলে আজ কিভাবে কি করলো।	negative
211	লেগ ভেল্কির কোন ঔসুধ নাই।আফ্রিকার মরন দশা!!	negative
2784	বচ ম্যাশকে নিলে তিনি একাই শ্রীলংকাকে উড়িয়ে দিবেন	positive
937	হলে কি হবে বাংলাদেশের ব্যাটিং তো হারার আভাস দিচ্ছে	negative
689	তাঁকে যদি জুনিয়রদের মতো সুযোগ দেওয়া হত সে বাংলাদেশ ক্রিকেটের অন্যতম তারকা হয়ে উঠত।	positive
441	হাতুরের শ্রীলংকা বনাম মমিনুল হক।	negative
231	সাকিব তামিম ছাড়া বাংলাদেশের অন্য ব্যাটসম্যান গুলা বি গ্রডের	negative
181	কমপক্ষে ৮ জন বেট্সমেন লাগবে।	positive
1126	বাংলাদেশের ব্যাটিং কান্ড ৪র্থ ইনিংসে দেখিয়ে দেেব ওরা বাংলার সত্যিকারের টাইগার	positive
2532	এইরকম একটা খেলোয়ার কবে যে আমাদের হবে??	negative
923	শ্রীলংকাকে ২২২ রানে অল আউট করার পর, মুখে চওড়া একখান হাসিছিল।	positive
2915	প্রধান নির্বাচক মিনহাজুল আবেদীন অদ্ভুত এক যুক্তি দেখিয়েছিলেন, ‘টি-টোয়েন্টি সিরিজে ওকে নিয়ে আমাদের পরিকল্পনা আছে।	negative
809	পাপনের মতো আবাল থাকলে যারা প্রতিভা তারা কখনোই নিয়মিত সুযোগ পাবেনা।	negative
169	সাত জন স্পিনার দিয়ে মাঠে বোতল টানানো যায় ম্যাচ জেতা যায় না	negative
665	৪বছর অপেক্ষার পর যেহেতু জাতীয় দলে খেলার সুযোগ হয়েছে, আশা করি রাজ্জাক সুযোগ কাজে লাগিয়ে তার জায়গা ধরে রাখবে।	negative
843	প্রত্যাশা বড় ব্যাটিং বিপর্যয়ে না পড়ে যায় দল	neutral
124	রাজ্জাক সত্যি রাজকীয় ভাবেই মাঠে নামল	positive
2669	৩৫ পাড়ি দিয়েও রাজ্জাক এখনো ক্ষুরধার... তাহলে বুঝেন ৪০ পেরোনো গতি দানব সুজন কি করতে পারে	positive
2159	বাংলাদেশ এর বোলিং ব্যাটিং এলমেল হয়ে গেছে। অবস্হা আরও খারাপ হবে।	negative
1371	আমাদের শান্তনা দুজন বোলার ৪ উইকেট পাইছে,এটা নিয়াই হিহিই করতে থাকি।	positive
215	স্যার শূন্য সরকার আর লিটল বাঁশ এদের জন্য আজ ম্যাচ হেরে গেলো	negative
15	আসলে রাজ্জাক অসাধারণ ক্রিকেটার। শুভ কামনা রইল	positive
1002	বাংলাদেশ দলে এই দুই গদর্বকে কেন টিম সিলেক্ট করে আমার মাথায় আসে না	negative
1358	টি২০ প্লেয়ার সাব্বিরকে নামায়ছে টেস্ট খেলার জন্য।	negative
685	আশা করি দলের জন্য ভালো কিছু উপহার দিবে!	positive
507	ভবিস্যাতের আফিফ আল হাসান...	negative
254	বিজয় কে আর জাতীয় দলে দেখতে চাইনা	negative
647	অভিনন্দন লিটন দাশ এবং লিটল মাষ্টার এবং টাইগার বাহিনী	positive
1396	ওডিয়াইতে চার পেসার খেলাতে পারে,টেস্টে খেলে এক পেসার নিয়ে!	negative
264	হেড কোচ ছাড়াই হাতূরুর শ্রীলঙ্কাকে ১৬৩রানে বিশাল ব্যবধানে হারিয়েছে বাংলাদেশ!	positive
1435	বাংলাদেশে মুশফিক তামিম, রিয়াদ, সাকিব বাদে আর কোনো প্লেয়ার নাই।যেটা শ্রীলংকাই আছে	negative
1450	ব্যাটিং, পেস বোলিং কিংবা স্পিন বোলিং কোন ক্ষেত্রেই বাংলাদেশ প্রতিপক্ষের থেকে অপেক্ষাকৃত শক্তিশালী অবস্থায় থাকেনা	negative
106	এই পিচে বাংলাদেশকে ৪র্থ ইনিংসে ব্যাট করতে হবে,যেখানে ১৫০ রানের বেশি টার্গেট চেজ করা কঠিন হবে।	neutral
568	মুমিনুল বাংলাদেশের সব ফরম্যাট এ খেলার যোগ্যতা রাখে।	positive
902	শ্রীলংকা 2ন্ড ইনিংস এ 150 রান এর টার্গেট দিলে ও দেখবো কি করে করতে পারো !!	negative
2860	এখন ও সময় আছে।। বাংলাদেশ এর ক্রিকেট কে বাঁচাতে নান্নু এর জায়গায় অন্য কেও কে বসানো হোক।।	negative
137	ভাল খবর।কিন্তু পরে অাবার যেন হেরাথে দিশেহারা না হয় বাঘেরা!!!	negative
54	অল আউট হ তারাতারি।	negative
965	বাংলাদেশের মানে আমাদের ব্যাটসম্যানরা আর কত দিন এইভাবে আলসেমিতে বলিদান করবে দেশের ক্রিকেট কে?	negative
1008	বাংলাদেশের ব্যাটসম্যানদের সেই চিরচেনা বলকে খোঁচা মারা।।	negative
1387	SL কি সুন্দর খেলে যাচ্ছে, যেমন বলিং তেমন ব্যাটিং	positive
2582	যতবলে ততনা আমরাও পারি লংকাকে হারাতে।	negative
178	শুধু স্পিন দিয়ে প্রতিপক্ষ কে ঘায়েল করার সট্র্যটেজি বনধ হওয়া দরকার |	negative
1342	শাব্বির কিভাবে টেষ্ট দলে চান্স পায় বুঝিনা।	negative
2575	বাংলাদেশের সমস্যা হল ধৈর্য নাই ব্যাটিংয়ে,শুধু ছক্কা মারার লোভেই সর্বনাশ হয়।	negative
2166	"সাব্বিরকে"" কেনো ২য় টেস্টে হুট করে নেয়া হলো?"	negative
2275	গতিদানব সুজইন্ন্যা,নান্নু,পাপন সব বাইঞ্চুদের পদত্যাগ চাই।।	negative
2580	হেতিরে কেউ ধরেন ভাই	negative
927	ভালো করছে বলেই এই গুনগান,যদি উইকেট না পেত তাহলে এতক্ষনে তার চৌদ্দগুষ্টি তার দোষে দোষি হত আমাদের কাছে।	negative
836	কি কারনে এত দিন দলের বাহিরে রাখা হয়েছিল বাজ্জাক কে?	negative
898	ব্যাটিং এ খেই হারিয়ে ফেলেছে।এ কারনেই ব্যাটিং ধস।	negative
882	হেরাথকে সামলাতে পারলে ফলাফল বাংলাদেশের পক্ষে আসতে পারে	positive
235	৫০ তে খুশি থাকেন আমাদের খেলোয়ারা।	negative
2570	কারণ ওরা স্পিন ভালো খেলে আর ওদের স্পিনাররাও আমাদের চেয়ে বেটার।	positive
102	বিশ্বের যে কোন দেশ কে কাবু করতে পারে আব্দুর রাজ্জাক থাকে দলে নেওয়ার জন্য নির্বাচক কে ধন্যবাদ i	positive
2651	আজ ও পর্যন্ত বাংলাদেশ বিশ্ব মানের পেসার পাচ্ছে না কেনো?? ,	negative
1869	সুজন,সাব্বির,ইমরুল, সার লিটন দাস সব ধরনের ক্রিকেট থেকে বাদ দিতে হবে।।	negative
2918	এই দেশের ক্রিকেটের প্রধান নির্বাচক কোন লেভেলের টেলেন্ট আমি বুঝে উঠতে পারতেছিনা!	negative
526	ভারতীয় বোলারদের বোলিংয়ে পাকিস্তানি ব্যাটসম্যানরা ছিল নিতান্তই অসহায়	negative
521	২০৩ রানের ব্যবধানে! চিরপ্রতিদ্বন্দ্বী ভারতের বিপক্ষে ৬৯ রানে অলআউট হয়ে যাওয়াটাও একটা যন্ত্রণা।	negative
1895	১৭ বার ১০০ রানের নিচে অলঅাউট হওয়ার রেকর্ড শুধু বাংলাদেশেরই	negative
64	এটাই তো সমস্যা এক দিনে হিরো করে দেওয়া তোমাদের কাজ	negative
50	শাহারিয়ার নাফিস কে ও ফেরানো হোক	positive
127	এই রাজ্জাক কে প্রথম টেস্ট বসিয়ে রেখে সানজামুল কে খেলানো হলো	negative
1046	বাংলাদেশের খেলা দেখা মনে হয়েছিল এটা কোন উগান্ডায় খেলা হচ্চে কি??	negative
1379	খেলা নিয়া উটক্যাল মাছের মতো লাফালাফি বাদ দিছি।	neutral
1624	ম্যাচে জয় করতে হলে অবশ্যই মমিনুলের সেরা খেলাটা খেলতে হবে ।	negative
209	ভারতের বাহিরে বিড়াল নাম টা মুছন করার সুবর্ণ সুযোগ.	neutral
2491	নিশ্চয় শ্রীলংকান রা পিছিয়ে থাকবে না।এটা তাদের সফলতম মাঠ	negative
93	রাজ্জাকের এমন পারফর্মেন্স দেখে কি এখন বিসিবির লজ্জাবোধ হয়না?	negative
1161	বেচারা সাব্বির। তার কি অপরাধ,যার টেষ্ট ম্যাচ খেলার ইচ্ছেই নেই তাকে বাংলাদেশ টিম জোর করে টেষ্টে নামিয়ে দিচ্ছে	neutral
595	একটা ভালো খেলোয়ার দশ বারো ইনিংসে চেনা যায়না তাইলে সাব্বির অনেক আগে বাত যাওয়ার কথা??	positive
960	বোলিং পিচ তবে আমাদের ব্যাটসম্যানদের আউটগুলো আত্মহত্যা ছাড়া আর কিছুই নয়।	negative
2749	আফতাব, তুমি ওয়ানডেতে বাংলাদেশের প্রথম ৫ উইকেট শিকারি।	positive
511	দ্রুত তাকে জাতীয়দলে সুযোগ দিয়ে ক্যারিয়ার ধংস্ব করে দিতে হবে।	negative
678	শ্রীলংকার হেরাথ,মুরালি যে বয়স পর্যন্ত খেলেছেন,রাজ্জাক ও সেরকম বয়স পর্যন্ত খেলা উচিত	positive
802	মুমিনুলের পর, রাজের রাজসিক প্রত্যাবর্তন।	positive
1452	কমপক্ষে আড়াইশো রানের ব্যবধানে বাংলাদেশ দলের পরাজয় তামিমদের কপালে লেখা হয়ে গেছে।	negative
1903	না অাছে কোনো পাওয়ার হিটার, না অাছে একটা লেগস্পিনার, না অাছে নিয়মিত স্ট্রাইক রোটেট করার মত ব্যাটসম্যান!	negative
2469	নিজের দেশের উইকেট এ ব্যাট করতে পারে না লজ্জা, লজ্জা।*	negative
1742	শ্রীলঙ্কার ব্যাটসম্যানরাও একই পিচে খেলছে।	neutral
697	তাকে নিয়মিত দলে রাখলে বাংলাদেশের ক্রিকেট বিশ্ব আসনে মাথা উচু করে দাড়াবে।	positive
400	ভারতের ধীর স্থির, ঠান্ডা মাথার ব্যাটিং দেশে শিখা উচিৎ	positive
1205	পরিসংখ্যানে পরিষ্কার বোঝা যাচ্ছে,ঢাকার পিচ ব্যাটসম্যানদের কতটা ভুগিয়েছে...বোলারদের প্রত্যেক জয়গাঁথার ভেন্যু ঢাকা	neutral
