id	text	class_label
920680424786948097	ὡE ২ টা ভালর মধ্যে একটা বেছে নেওয়া সহজ... ὡE কিন্তু ২ টা খারাপের মধ্যে একটা বেছে নেওয়া কঠিন... ὡ2 ভুল করলাম নাকি... https://t.co/NRD81EWmI8	Neutral
2628008423904713	ত্রিশ বছর ধরে মাত্র ১ রুপিতে ভরপেট নাস্তা খাওয়াচ্ছেন এই দাদিমা 👍	Positive
508660309658443776	তুমি দুনিয়ার সবচেয়ে ভাল মানুষটি হলেও তোমার ঘৃনাকারী থাকবে। তাদের কথা শোনো এবং ভুলে যাও। সেগুলো নিয়ে ভাবতে বসলে...	Positive
1000657011254669312	“আপনার “ব্যবহার ’ এত খারাপ কেন ? এই সব ক্ষেত্রে আমি ডিফেন্সিভ কথা বলি না, বলে লাভ হয় না। সরাসরি প্রশ্ন - “এই দে… https://t.co/cJqAGXgVXo	Neutral
1080523822392999936	RT @mreza07: কিছুই বলার নাই! এই দুইদিন বিএনপি কে নিয়ে যে সব কথাবার্তা দেখছি তাতে এদেশের মানুষের প্রতি ঘৃণা জন্মে গেছে। যে দেশের মানুষ নি…	Neutral
2955038034529263	শিক্ষার্থীরা বলছেন, আবরার হত্যা মামলার অভিযোগপত্র দাখিল ও সেখানে অভিযুক্তদের বুয়েট থেকে স্থায়ী বহিষ্কার না করা পর্যন্ত ...	Negative
2946855058680894	শাড়ির সঙ্গে জ্যাকেটের সমন্বয়ে বিশ্ব ফ্যাশন আইকন সোনম কাপুর...	Positive
508615032763322368	পুরান ঢাকার স্যার সলিমুল্লাহ মেডিক্যাল কলেজ ও মিটফোর্ড হাসপাতালের নার্সদের পর এবার ইন্টার্ন চিকিৎসকরাও তাদের... http://t.co/bI3R2TgGI5	Neutral
951097385484148736	নারী যখন বৌ হয় তখন বলে শাশুড়ি খারাপ যখন শাশুড়ি হয় তখন বলে বৌমা খারাপ নারী যখন ননদ হয় তখন বলে ভাবী খারাপ যখন ভা… https://t.co/xzjlSroQsR	Neutral
508698406596784129	@Im_Hassi ওকে আরো অন্তত দুই/আড়াই ঘন্টা থাকতে হবে। রিয়াদ-ও চলে গেল। কি যে হবে কে জানে!!!	Negative
508628629094268928	@MDSHARIF288 তাহলে তো খুব বাজে ভাবে সময় কাটে। আপনার ভাই ও কি একি কাজে।	Negative
1010162529866305536	খেলা হবে লাস্টে ৬ মিনিট এ ২ গোল কি যে মজা Argentina ar সমর্থক রা লাস্ট এ যে গেল কই বলছিল যে নাচব বলে।..............… https://t.co/EqF9EX4Ufj	Neutral
1078317320563494912	এমন দেশে বাস করি আজ নিজের বাড়ি এসে ও শান্তি নেই অপরাধ শুধু একটাই মন্ত্রী বাড়ির ছেলে। আমি আমার এই ২৪ বছরের জীবনে এ… https://t.co/m20jnAx6nM	Negative
1011527898866515969	গাছ থেকে ফল পেড়ে খাওয়ার মজাই আলাদা...... আর সব থেকে মজার হলো ওই পাকা ফল নিচ থেকে ধরা কারন পাকা ফল ধরতে না পারলে স… https://t.co/VGKeOWBoWu	Neutral
1019474229551665152	@FAM4TMC ক্ষমা চাইতে পারলে হবে - সাহসী, ক্ষমা করতে পারলে হবে - শক্তিশালী আর রাগ ,ক্রোধ ,হিংসা ,অপমান ভুলে যেতে পারলে হবে - সুখী l	Positive
982888166100209664	খবর - বাংলাদেশে হিন্দু বেড়েছে - ত্রানা হালিম। . &gt;&gt; এরা কই থেকে আইলো!! ভারত থেইকা ?? এ আর আশ্চর্য কি! ভারতের বিদে… https://t.co/oeN5s1MiWu	Neutral
2951644418201958	'দেশে আরও অনেক হাসপাতাল তো আছে। কিন্তু বিএসএমএমইউতে সেরা চিকিৎসা পাওয়া যায়...	Positive
2958349997531400	ভারত সফরে টেস্টে নেতৃত্ব দেবেন মমিনুল হক, টি-টোয়েন্টিতে মাহমুদুল্লাহ রিয়াদ।	Positive
920202831067430912	অতঃপর যে বিন্দু পরিমাণ ভালো কাজ করবে, সে তা দেখতে পাবে। আর যে বিন্দু পরিমাণ খারাপ কাজ করবে, সে তাও দেখতে পাবে। (সূ… https://t.co/5GvdpHjnuY	Neutral
1027112152090533888	কুত্তাὃ1ὃ1 লীগের সোহাগ এর কথা শুনলে মনে হয়, কেমন করে হাত পরিস্কার করে ভাত খেতে হয় তা জেনে না,কিন্তু আসলে কত বড় জা… https://t.co/vr5sJX89PQ	Negative
1015216615170891777	RT @ImShafiyanCR7: @StealthilyBoy 4 বিশ্বকাপ 7 গোল 6 গোল 2 বিশ্বকাপ 6 গোল বিশ্বকাপ নক আউট পর্ব ও গোল আছে ওদের নাই ২ টা বিশ্বকাপ ভালো খে…	Neutral
921000943314808832	RT @Touch_MH: ওই তো দূরের পাহাড় চূড়ায় সূর্যের মত আমিও যে যাই আজি ডুবি। অন্ধকার মোর আজ চারপাশে ডানা ঝাপটে- তুমি সুদূরেই দাড়িয়ে আছো আলোক…	Neutral
1005752003832709121	২০১৬–১৭ অর্থ বছরে বাংলাদেশ রেলওয়ের যাত্রী ৭ কোটি ৭৮ লাখ ব্যয় ৩ হাজার ১৪২ কোটি ৩০ লাখ ৩০ হাজার টাকা আয় ১ হাজার ২৮… https://t.co/fTmjtp6IeM	Neutral
952022532151943170	সেলফি আর সেলফি ! . কিছু ভাইদের আরাধ্য বিষয়। কি সুখ পায় জানি না। শুধু সেলফি আর পোষ্টিং .... আল্লাহ আমাদের এ রোগ থেকে নিরাময় করুন।	Neutral
993446358970503168	খারাপ সময় না এলে মানুষ আসলে ভালোটা বোঝে না । কষ্ট না পেলে সুখ কি জিনিস তা উপলব্ধি করতে পারে না । কেউ প্রিয়জন না… https://t.co/iSfV7r4tFC	Neutral
942746158082023425	দাউদ ইব্রাহিমের ছোট ভাই, স্বচ্ছ আমার নাম! অন্যায়ের পাছায় লাথি, আর ন্যায়ের মাথায় ছাতি ধরা আমার কাম! ভুল কিঙবা ঠিক কর, সবাই পাবা দাম	Neutral
1014453589534760964	১০ লক্ষ ভারতীয় বছরে ১০ বিলিয়ন USD রেমিটেন্স পাঠায় I এটা শুধু বৈধ পথে, আর অবৈধ পথে কত গেছে এর কোনো হিসাব নাই I ২০… https://t.co/7qAeCwz4Ud	Neutral
1015046444246421505	আসেন সকাল সকাল একটা কৌতুক শোনাই । যারা য় এর বদলে ই এবং ই এর বদলে য় আর র এর বদলে ড় এবং ড় এর বদলে … https://t.co/sYMnHgApjc	Neutral
952108884633772032	সাদা কালোর যুগটাই বেশ ছিলো ৷ মন থেকে ভালো বাসা বাসি ছিলো ৷ ভালোবাসা মানেই হতে তুমি ৷ প্রিয় কিছু ছবির মতনই ,... https://t.co/O8hitoHUhV	Neutral
508618403230130177	আমিও সেলিফি তুলি হাউ এক্সাইটিং	Positive
508644135373271040	@cloudia_mcfield আমিও।	Neutral
1022486036515962881	ঐ ব্যক্তি উত্তম যার মধ্যে সর্বাধিক সুন্নত বিদ্যমান আর ঐ ব্যক্তি অধম যার মধ্যে সুন্নত খুজে পাইনা আথচ বলে সে মুসলমান কেন এমন অবস্থা ?	Neutral
2611432645562291	ঢাকায় পুলিশের উপর বেশ কয়েকটি হামলায় তৈরি হয়েছে নতুন উদ্বেগ। কিন্তু এর পেছনে কারা?	Positive
1005305395110219776	RT @mattar49555312: মানুষ যখন অসুস্থ হয়ে পড়ে তখন কি পরিমান ঘুনা মাপ হয় সেটা যদি নিজের চোখে দেখত, তহলে আল্লাহর কাছে সারা জীবন অসুখই কামনা…	Neutral
954202199806136321	কার ভাগ্যে কি আছে তা কখনও বলা যায় না। কেও ধনী থেকে গরীব, আবার কেও গরীব থেকে রাতারাতি হয়ে যায় ধনী। এমনই এক ভাগ্য… https://t.co/yWP0Gez7Yl	Neutral
1006973506788188160	তোমাকে জীবনে পাওয়া সেটাই অনেক ὠD অন্ধকার থেকে আলোতে নিয়ে আসার জন্য একটাই তুমি ὠAὠD এত্ত কিছুর দরকার ছিল না ὡ2 তারপর ও ধন্যবাদ বাবুনি Ὁ8 ὠD	Positive
1007733600370950145	RT @TaslimaakTar6: ভালোবাসা কি এতোই সস্তা হয়ে গেছে যে, টুইটারে মেসেজ দিয়ে বলে আপনারে ভালো লেগেছে আপনি রাজি তাকলে আর কি এসব ইতর গুলোকে কি…	Negative
997858525366833153	আমার মতো এতো খারাপ Situation যেন কারর না হয় :) আজ কেউ নেই আমার পাশে :) না আছে বাবা না আছে মা! তবুও হেরে যাওয়ার আ… https://t.co/Klbej7qk42	Negative
945028252799766529	মেয়েদের দুঃখ লুকিয়ে রাখার এক অসাধারণ গুন আছে ……… . সে কিন্তু সবাইকে দেখায় সে অনেক সুখী । আসলে সেই মেয়েটিই জানে তার মনের অবস্তা।	Neutral
952085952746278912	@RaselCps ভাই ঢাকা শহর বলে কথা জ্যাম ত থাকবেই ।। আমরা উবার এর প্রাইভেট কার দিয়ে গেসিলাম ।। ২০ টাকার ভাড়া ৮০ টাকা দিয়া ὠ2	Neutral
920695697820680198	এক সময় ১৮ থেকে ২৩ বছরের সুন্দর সুন্দর মেয়েরা আমাকে kiss করতো, শালার বাগ্যটা তখন খারাপ ছিলো আমার বয়স তখন ২ থেকে ৩ বছর ছিলো ।	Neutral
2609956559043233	😕 😕  😕	Positive
998211352085790720	সময় যখন খারাপ যায় তখন কাউকে পাশে পাওয়া যায় না। একটু হ্যালো ও বলে না!ὣ0 আমি বললে আছি না হলে নাই। আমাকেও সময়ের সত… https://t.co/HZsJGaczmP	Negative
1016363224701104128	সব গুলি জাভা কোড একবারে টাইপ করে রান করতে পারার মতো সুখের আর কি হয়? ὠD তার উপর যখন দেখি নতুন নতুন কোড দেখা মাত্র ই… https://t.co/1LduIbxmWx	Positive
1019609464243015686	প্রেম আর বন্দুত্ব দুটোই ভালোবাসা ছাঁড়া হয় না কিন্তু প্রেম যত গভীরে যায় মানুষ তত কষ্ট পায় আর বন্দুত্ব যত গভীরে যায় মানুষ ততই আনন্দ পায়	Neutral
1040520226364973057	ঃমামা রসে তো আখ ছাড়া বৃষ্টির পানি বেশি... - মামা গ্লাস ১২ টাকা ঃকেন?? - ঢাকা শহর পানি কিনে খান ১ টাকা আমি তো রসের… https://t.co/lPW65HlLhU	Neutral
988386009875443712	❑বিভিন্ন দেশের মুদ্রার নাম➺ - ● বাংলাদেশ - টাকা। ●ভারত - রুপী। ● পাকিস্তান - রুপী। ● শ্রীলংকা - রুপী। ● নেপাল - রু… https://t.co/plfbqwoXjk	Neutral
923575275778199553	যেই শহরেই থাকো তুমি তোমার শহরের মৌসুম বড় ভালো লাগে ὠD আমি এক টুকরো সন্ধ্যা চুরি করতে চাই যদি তোমার খারাপ না লাগে ☺	Neutral
361920761327522	আজ ১০ই ফেব্রুয়ারি, ২০১৯ রোববার বিবিসি বাংলার প্রবাহ অনুষ্ঠানে যা থাকছে: উত্তর-পূর্ব সিরিয়ায় ইসলামিক স্টেটের শেষ ঘাঁটিগুলোতে তীব্র আক্রমণ চালিয়ে যাচ্ছে যুক্তরাষ্ট্র সমর্থিত বিভিন্ন বাহিনী। শনিবার রাত থেকে বড় ধরনের এই অভিযান শুরু হয়।  বাংলাদেশে গত ৩০শে ডিসেম্বর অনুষ্ঠিত সংসদ নির্বাচনে অনিয়ম ও কারচুপির অভিযোগে নির্বাচনী ট্রাইব্যুনালে মামলা করার সিদ্ধান্ত নিয়েছিল বিএনপি। কিন্তু সেই কাজে তারা কতটা এগিয়েছে? ঢাকার আবাসন মেলায় এবার প্লট/ফ্ল্যাটের পাশাপাশি বিক্রি হচ্ছে কবরের জমি। ঢাকা শহরে কবরের জায়গা নিয়ে সংকট আসলে কতটা তীব্র? এর সমাধান কী? থাকবে এ নিয়ে প্রতিবেদন এবং সাক্ষাৎকার। সাথে থাকবে খবরের সর্বশেষ শিরোনাম	Positive
2592303664141856	সরকারি অফিসের কর্মকর্তাদের দপ্তরে খাস কামরা থাকে কেন, এর দরকারটা কী? বিবিসি বাংলা এমন প্রশ্ন করেছিল সাবেক মন্ত্রিপরিষদ সচিব ও তত্ত্বাবধায়ক সরকারের সাবেক উপদেষ্টা আকবর আলী খানের কাছে। 	Positive
943175855114665984	৫ মাস ২০ দিনের সেই সুখ পরবর্তী অসুখ টা গত ২ বছর ৪ মাস ১২ দিন ধরে এখনো ভোগাচ্ছে। মাঝে আবার ৫ মাস ৫ দিন ঝুলে থাকার... https://t.co/SgGbkxFRCR	Neutral
921244174967390209	RT @FaisalKamrul1: যে বছরে আমি জন্মালাম, সেই বছর থেকে তুমি অবৈধ ! তোমাকে আর পেলামই না ! পেলে দিতে হবে মনের জরিমানা। -আরবান কবি	Neutral
1001105528544673793	RT @najannat: বুঝলাম না ব্রেকিং ব্যাড দেখতে গেলাম মনে মনে চাইলাম যেন ওয়াল্টার হোয়াইট যেন ধরা না পরে! লাকাসা দে পেপাল এ একই অবস্থা আমি মনে…	Neutral
930700555021844481	একটা সম্পর্ক আমনাকে অনেক সুখ দিতে পারে।আবার একটা সম্পর্ক আপনাকে অনেক কষ্ট দিতে পারে।তই সাবধান!! কোন কিছু করার আগে মন দিয়ে আগে বুঝে নিন।	Neutral
997536838448541697	লিস্টে থাকা অধিকাংশ ফ্রেন্ডের ব্লক খাইলাম, অপরাধ তেমন কিছু ছিল না। - - শুধু একবার ভুল করে পোস্ট দিয়ে ছিলাম এবার আর্জেন্টিনা কাপ পাবে।	Neutral
1019420079207874560	@forhadmessi হা হা হা ____ না ফরহাদ বদ্দা আই তো প্রতিদিন হাসি মনৎ ও হাসি মোডৎ থাকি । মন খারাপ নো গরি । অনের ভাবীর ল… https://t.co/pKinmkYNWx	Positive
2625096630862559	দৃষ্টিহীনদের এতদিন কোন গ্যালারিতে গিয়ে নামকরা সব শিল্পকর্ম দেখার উপায় ছিল না। এখন তারাও মোনালিসার মতো শিল্পকর্ম উপভোগ করতে পারবেন।	Positive
929268939489550336	একবার আত্মহত্যা করতে গেছিলাম।ফিরে এসেছি সে ভুল পথ আর কাজ থেকে। কেন যেন মনে হয় সে ফিরে আসবে। তাই হইত সে দিন ভুল কাজ টি করি নি	Positive
508579121304469504	নামায পড়া হারাম।কেননা আল্লাহ নামাযের ধারে কাছে যেতেও নিষেধ করেছেন ।রেফারেন্সঃ আল কুরআনের সূরা নিসার ৪৩ নম্বর... http://t.co/yEpSpEtCQD	Negative
1043164678308880385	রাজনীতি টাকার খেলা; এদেশেই না শুধু সারা বিশ্বেই; যে বা যারা এটা জানে না তারাই আসলে পাগল -সাইফ আলির মত বা শাহরুখ খা… https://t.co/49Cl0yNdx9	Neutral
956816575968919552	ওদিকে সন্ধ্যা হলে আকাশ দেখতে জানালা খুলে দাও ,বুনো পোকারা সাঝবাতির ফাঁদে । টুং টাং চুঁড়ির শব্দে গুনগুনিয়ে তোমার গান ,মাঝে মাঝে সুরের ভুল !	Neutral
993731610615824385	তুমি কাউকে সুখি দেখে তুমি কি কখনো সুখি হয়েছো? কেউ অনেক বড় বাড়ী বানালো, তখন তুমি সুখ পাও না। কিন্তু সেই বাড়ীতে আ… https://t.co/K7Oaokjz42	Neutral
924552025639178240	আজকের দিনটা এত খারাপ ভাবে কাটবে যদি আগে জানতে পারতাম তাইলে আর আজকে সকালে ঘুমের থেকে উঠতাম না আর এত কিছু হতও না... https://t.co/bAk2aUDCAM	Neutral
2946325372067196	গাজীপুরের টঙ্গীতে একটি ঝুট কাপড়ের গুদামে আজ বৃহস্পতিবার আগুন লাগার ঘটনায় প্রায় ২৫টি দোকান পুড়েছে। ভোর পাঁচটার দিকে টঙ্গীর মিলগেট এলাকার মিলবাজারে এ অগ্নিকাণ্ড ঘটে। |	Negative
1069957186518888450	★ কোন উৎস থেকে বাংলাদেশ সরকারের সবচেয়ে বেশি রাজস্ব আয় হয়? ক. ভূমি রাজস্ব খ. আমদানি ও রপ্তানি ঘ. আয়কর ঘ. মূল্য সংযোজন কর	Neutral
942483807071956992	দুঃখের সময়টা যত দীর্ঘ হয়, সুখটা ঠিক ততটাই মধুর হয়... খারাপ সময়টাই যদি পার করতে না পারো তবে ভালো সময়ের মর্ম কি করে বুঝবে???? :-)	Neutral
508457391117959168	অত্যন্ত বিনয়ের সহিত বলছি, আমি মোটেও অনলাইজীবি নই...ছা-পোষা ছোট-খাটো চাকুরিজীবি। ধান্ধা করি পেটের, দেশের।... http:/t.co/CQNG8V3A54	Neutral
508403419489398785	মতলব দক্ষিণে আলোচিত পিতা হত্যার ঘাতক ৩ বছরেও আটক হয়নি http:/t.co/39ECYIWwFh	Negative
508383014624055296	এ কে খন্দকারের লেখা ১৯৭১: ভেতরে ও বাহিরে [ডাউনলোড লিংক সহ] http:/t.co/jBh38Afj1H	Neutral
508697874562310144	বিচারকদের স্বাধীনতা একবিন্দুও ক্ষুণ্ন হবে না: আইনমন্ত্রী http://t.co/3hChVeRxq9	Positive
931065692421541889	Hallo DR যাকে যে স্থানে রাখা উচিত্য তাকে সে খানেই রাখা দরকার অতি আদর আর ভালোবাসা দিয়ে উপরে তুল্লে, সে সব কিছু নষ্ট… https://t.co/20MACvHWkk	Neutral
930865305546645504	RT @yA5jiCt45F2yYcN: আজ বিকেলে পাসের বাড়ির ভাবি কে চুদে তাকে যৌন সুখ দিলাম। তার সামি বিদেশ থাকে তাই সুযোগ বুঝে আমাকে দিয়ে চুদায় সে।…	Neutral
1035585657262010375	বাতাবী লেবু যেমন বড় হয়ে জাম্বুরা হয় তেমনি ফকির মিসকিন রাজনীতি করে একসময় কোটিপতি হয়, কাজেই এটা নিয়ে রাজনীতির করার কিছু নাই। - বিটিভি।	Neutral
1019291515741356033	ভুল একবার করা ভুল আর বারবার করা অপরাধ। লাইফে ভুল থেকে যে শিক্ষা লাভ করতে পারে না আল্লাহ যদি না চায় তাকে দিয়ে কিছুই হবে না।	Negative
508584772843499520	১৯৭১ সালের  মার্চ মাসের শুরুতে পাকিস্তান থেকে অস্ত্র ও সেনা আনার বিরুদ্ধে প্রথম প্রতিবাদ করেছিলেন বাঙালি বৈমানিক... http://t.co/bc0Zf3R7jz	Positive
1013092247993282563	মেসি জন্য খারাপ তো লাগছেই কিন্তু তার থেকেও খারাপ লাগছে ঐ সব Facebook ID এর জন্য যা আজ রাতে Deactivate হয়ে যাবে । It just a game ;)	Positive
993518863282302976	সময়টা খুব খারাপ চলছে, যে সব বন্ধুরা আমার জন্য জীবন দিয়ে দেবে বলে বেড়াতো, আজ মোবাইলে পাসওয়ার্ড দেওয়ার সময় বলে ওই দিকে তাকা। ὢ2ὢ2ὢ2	Neutral
1032267825228828673	--DMC পাস করা ছেলেটা BCS দিয়ে এখন মস্ত বড় পুলিশ অফিসার। . -- BUET থেকে EEE পাস করা ছেলেটা এখন ইসলামী ব্যাংকের ম্… https://t.co/Wm6Ee4uV3X	Neutral
996039716322578439	ভাই আর ভুল করেউ কাওকে বেশি কাছে টানিস না যাকেই আপন মনে করবি সেই তর অইটা খুব সুন্দর করে মারবে তাই বলছি কোন পিরিত দে… https://t.co/2rwgUdI3vY	Negative
943733907505029121	@sahmedforhad আমি চাইছি এ বছর আমরা কার সাথে কেমন টুইট কাটলো কে কেমন ভালো বন্ধু পেলাম এসব নিয়া আর কি টুইট হবে তাহলে… https://t.co/X2W4QYSe6t	Neutral
2439356339624800	২৯শে সেপ্টেম্বর, শনিবারের প্রবাহে যা যা থাকছে: -ইন্দোনেশিয়ায় শুক্রবারের ভুমিকম্প এবং সুনামিতে সুলাওয়েসি দ্বীপে এ পর্যন্ত ৩৮০ জন মানুষ মারা গেছে। নিহতদের বেশিরভাগই সুলাওয়েসির পালু শহরের বাসিন্দা, যেখানে প্রায় তিন মিটার উঁচু জলোচ্ছাস আঘাত হানে। - বিএনপি নেতা মওদুদ আহমদ বলছেন আসছে সাধারন নির্বাচনের জন্য একটি নিরপেক্ষ সরকারের রূপরেখো তারা শীঘ্রই তুলে ধরবেন। মি: আহমদ বলেন, নির্বাচনের সময় তারা কোন সর্বদলীয় সরকার চাননা, বরং নির্দলীয় সরকার চান তারা। -আওয়ামী লীগের নেতৃত্বাধীন ১৪ দলীয় জোটের নেতার ঢাকায় এক সমাবেশে বলছেন শেখ হাসিনার নেতৃত্বেই নির্বাচনকালীন সরকার হবে এবং বিএনপির মতো সংসদের বাইরে থাকা দলের প্রতিনিধিদের ওই সরকারে জায়গা দেয়ার কোনো সুযোগ নেই। - ঢাকায় গত সপ্তাহে একজন পুলিশের পোস্ট করা একটি ভিডিও ফেসবুকে ছড়িয়ে পড়লে তা নিয়ে আলোড়ন সৃষ্টি হয়। ওই ভিডিওতে দেখা যায় একটি গাড়িতে বসে থাকা এক নারীর সাথে তার কথা কাটাকাটি চলছে। আইন ভঙ্গের কোন দৃশ্য পুলিশ প্রমাণের স্বার্থে ভিডিও করতেই পারে। কিন্তু পুলিশের কি উচিত ছিল এই ভিডিও অনলাইনে প্রকাশ করা? এ প্রশ্ন নিয়েই হবে আজকের ফোন ইন।	Positive
999546315360026625	@icon_Nur আর কিছু মানুষ আছে দূর থেকে আলগা পীড়িত দেখায় ... মনে হয়ই যে সে কতো আপন ...কিনতু পুরো টায় ভুল ...সেটা সময় হলে বুঝতে পারি	Negative
1041029938546061313	তামিম যেই নামল , আমার মনে হইল , মারসে , আজ তো বাংলাদেশ টিম আবেগী হয়ে যাবে আর বাংলাদেশ টিম যেদিন আবেগী হয় , সে… https://t.co/WYL4j6iVDl	Neutral
