id	text	class
508695681222340608	'টিভি দেখবেন.. দেখুন..চিন্তা বাড়তাছে না কমতাছে, তা-ও কিন্তু দেখুন!'	BN_NEG
508695302753120256	'বাইকের প্রথম দুর্ঘঠনা, আমি  অক্ষত ও বলিস্ট আছি তবে বাইক সামান্য আহত হয়েছে তবে হাসপাতালে  নেবার মত নয়, একটু তুতু... http://t.co/B78TISMmUn'	BN_NEG
508700351021993984	'রিভিও পর্যন্ত বাংলাদেশের ফেভারে আসে না!!! পুরা আম্পায়ার গুষ্ঠিটারে বুড়িগংগার পানিতে চুবাইতে মন চাইতেছে।'	BN_NEG
508582443880706048	'ভয়াবহ ভিডিও : যেভাবে মহিলাকে পিস্তল ঠেকিয়ে সর্বস্ব লুটে নিল: হরিদ্বারে সিসিটিভিতে ধরা পড়ল বাড়িতে ঢুকে লুঠপাট... http://t.co/i77dj76Nln'	BN_NEG
508658254734721024	'হৃদয় যখন ভুলে যায়, চোখ তখন দেখেও দেখে না।_____চার্লস ল্যাম্ব'	BN_NEG
508691179781623808	'ধর্ষণের চেয়েও জঘন্য বাল্য বিবাহ : ভারতের আদালতসমাজে বাল্য বিবাহের অভিশাপ ধর্ষণের চেয়েও ভয়াবহ। একটি মামলার... http://t.co/3IUvFNiGgb'	BN_NEG
508597344737447936	'RT @women_seller: ইয়া বড় বড় ডবকা পাছা.......চুদতে চাও কে কে.....??? http://t.co/qWARup3gae'	BN_NEG
508616986960859136	'সোনালী ও প্রাইম ব্যাংকের ৭ জনের বিরুদ্ধে দুদকের মামলা http://t.co/Rouxl9nzak http://t.co/uxBBvkTKaB'	BN_NEG
508647361691017216	'গর্বিত বাঙালী আমরা যতই চাকচিক্য দেখাই না কেন শালার নগ্ন মন মানসিকতা ঢাকতে এক টুকরা ছূতা ব্যবহারের যোগ্যতাও তোদের নাই — feeling খিপ্ত'	BN_NEG
508451647769817088	'এক নবদম্পতি স্থানীয় বখাটেদের হাতে শ্লীলতাহানির শিকার হন ও তাদের মোবাইল ফোনে বখাটেরা নগ্নদৃশ্য ধারণ করে। পরে এই... http:/t.co/3FHl2oHfAW'	BN_NEG
508595463122345985	'করুণা করে হলে চিঠি দিও, খামে ভরে তুলে দিওআঙুলের মিহিন সেলাইভুল বানানেও লিখো প্রিয়, বেশি হলে কেটে ফেলো তাও,... http://t.co/buMR8Bm58G'	BN_NEG
508459586664538112	'সত্যি ভালোবাসা গুলো এক তরফা হয়,এক পাশ থেকে একজন নিজের থেকে বেশি ভালবেসে যাবে,অন্য দিকে শুন্য।তবুও তারা খুব ভালবেসে যায়।'	BN_NEG
508582924845727745	'পল্টন থানার মামলা : যুবদলের সভাপতি-সম্পাদকের বিচার শুরু: গ্রীনবাংলা নিউজ: পুলিশের কর্তব্যকাজে বাধা ও আইনশৃঙ্খল... http://t.co/EpqUaC2iif'	BN_NEG
508705840241446912	'প্রেম ও দৈহিক সম্পর্ক, অক্ষম স্বামীর অনুমতি নিয়ে …: http://t.co/pzCwIxiOKS'	BN_NEG
508700828589633536	'জানুয়ারীতে আমিও ISSB তে পরীক্ষা দিব। যা থাকে কপালে!'	BN_NEG
508453181173821441	'যেখান থেকে তোমার কাফনেরকাপড়টুকু কাটা হবে, তা হয়তোইতিমধ্যে বাজারে চলে এসেছে ।তবুও তুমি বেখবর...!!!------ ইমাম... http:/t.co/GwoDF6kIQC'	BN_NEG
508662672238186497	'আমি কষ্ট পেলেওভয় নেই,বোঝার মতো কেউ নেই ।আসছি একা কাঁদছি একা,চলেও যাবো ঠিক এভাবে একদিন একা একাই ।#khan'	BN_NEG
508718751315812352	'বালের কেপ্টেণ হালা মাঠে থাইকাও দায়িত্ব নিতে পারে না...রুবেল রে দিছে পিটাইতে...'	BN_NEG
508620015344828416	'শুক্রবার সকালে আমি কার্ডিও কেয়ার হাসপাতালে রোগী দেখতে বসি। এমন একটা দিনেই উত্তরা আসার পরিকল্পনা করা হল, ঠিক... http://t.co/U9IIhpogKj'	BN_NEG
508591699044474881	'@arif_rony2 ঢুকে না রে ভাই।  জটিল থেকে ও জটিল তর।'	BN_NEG
508629599581138944	'তীব্র নিন্দা ও প্রতিবাদ জানিয়েছেন জামায়াত | Kalerbarta24 News'	BN_NEG
508714695084101632	'সেক্সভিডিও প্রকাশের মতো ভুলের পুনরাবৃত্তি চান না কিম কার্দাসিয়ান http://t.co/RfMBAzlpFc via @sharethis'	BN_NEG
508699520214265857	'পাপ বাপকে-ও ছাড়ে-না , আজকের পাপীদের-ও যেমন ছাড়বে-না ! রাজা-বাদশাহ দের বংশ-পরিচয় আজ কোথায় ? খুজে পান কোথাও কোন রাজ-পরিবারের বংশধর ?'	BN_NEG
508437095393021952	'আজকাল হাজারো ব্যস্ততায় নিজের শরীর এবং ফিটনেস্‌ নিয়ে চিন্তা করার আর সময় থাকেনা সময়। জিম তো দূরের কথা ঘরে বসেও... http:/t.co/JUHL0XZouL'	BN_NEG
508660007584296960	'লোহাগাড়ায় ভ্রাম্যমান আদালতের অভিযান গ্যাস সিলিন্ডার ভর্তি অবৈধ সিএনজি ষ্টেশনের ২টি ট্রাক আটক ও ৩ জনকে জরিমানা'	BN_NEG
508618896132161536	'পাম্পে অন্তর্বাস পরিবর্তন, ধরা পড়ল গোপন ক্যামেরায় (ভিডিও) |/ Last News BD .com http://t.co/notR22RYvo'	BN_NEG
508577593897930753	'‘ধর্ষণের চেয়েও নিকৃষ্ট বাল্যবিবাহ’ http://t.co/JAsqt7r1ze'	BN_NEG
508452901174661121	'কক্সবাজার সমুদ্র সৈকতে প্রকাশ্যে অশ্লীল ভিডিও ধারণ !http:/t.co/k4jguDbFtb http:/t.co/lj0alD0HuP'	BN_NEG
508575979795513345	'একের পর এক ভুল করেছি: লোপেজ: একের পর এক বিয়ে, বাগদান ও প্রেম ভেঙে যাওয়ায় স্বভাবতই মর্মাহত মার্কিন গায়িকা ও… http://t.co/buDdUyzhxp'	BN_NEG
508699134488895488	'বাবা-মা-ভাইকে বেঁধে স্কুলছাত্রীকে গণধর্ষণ: সিঁদ কেটে ঘরে ঢুকে বাবা, মা ও ভাইকে বেঁধে রেখে অষ্টম শ্রেণীর এক ছাত... http://t.co/Gq96r5FDNk'	BN_NEG
508457935115022337	'‘গৃহপালিতের’ গর্জন ও তোফায়েল আহমেদের ‘ক্রন্দন’ http:/t.co/fnNQTq9WSD'	BN_NEG
508587498642354176	'টাঙ্গাইলের যৌন পল্লী দেশের অভ্যন্তরে নারী ও শিশু বিক্রির আদর্শ স্থান ছিল http://t.co/Ix4uYjXwPO http://t.co/1c9rCzSYTK'	BN_NEG
508444190167277568	'নিহত আরিফ হোসেন (৩২) উপজেলার আমিশাপাড়া ইউনিয়নের বদ্রগাঁও গ্রামের সওদাগর বাড়ির সিরাজুল ইসলামের ছেলে। তিনি... http:/t.co/tZCcCQb5xE'	BN_NEG
508702768048381952	'ফ্রাঁন্সের সেই শক্তী-ধর রাজা লুই-কেত্রোজ ( রাজা - ১৪ ), যিনি দাবী করতেন সূর্যের সাথে কথা বলেন সেই সূর্য-রাজার-ও কোন বংশধরের সংবাদ ? নাই !'	BN_NEG
508589581998895104	'RT @shovon_abc: বয়সকালেই মানুষ ছোট খাট ভুলকরতে থাকে।ছোটখাটো ভুল করা যখন অভ্যাসহয়ে যায়তখন করে বড়ভুল !- জোছনা ও জননীর গল্প; হুমায়ূ…'	BN_NEG
508710759799353344	'সকল মুসলিম ভাই ও বোনদের ইউটিউব সহ গুগলের সকল সার্ভিস চালানো থেকে বিরত থাকার অনুরোধ জানাচ্ছ http://t.co/j0STfgIpyY'	BN_NEG
508577688932872192	'Photo: ১৭ বার ইন্টারভিউ দিয়েও চাকুরী পায়নি দিনাজপুরের মুক্তিযোদ্ধার সন্তান কুরবান আলী, দিনাজপুর ॥ বাঙালী... http://t.co/RSn75ErZAQ'	BN_NEG
508722547462901760	'নানান বিতর্কের জন্ম দেয়া সমাজকল্যাণ মন্ত্রী এবার সংসদেও ঘুমালেন! http://t.co/hunYxZszZI'	BN_NEG
508693624662413312	'@The_Pure_H3art এটাতো আমিও জানি আরমা কেউ থাকবো না কোন এক দিন।চলে যাবো না ফেরার দেশে।'	BN_NEG
508666010631929856	'আলালসহ ৮ জনের বিরুদ্ধে চার্জ : ১ মামলায় জামিনযুবদল সভাপতি মোয়াজ্জেম হোসেন আলাল ও সাধারণ সম্পাদক সাইফুল ইসলাম...'	BN_NEG
508636817378140161	'RT @_shahjalal: দুনিয়াতে খুব অল্প কিছু মানুষ আছে ,যারা আসলেই আলাদা , সারাজীবনেওতারা কারও আপন হতে পারে না , তাদেরকেউইবুঝে না!!!!!'	BN_NEG
508594449664864256	'লালমনিরহাটে মুক্তিযোদ্ধা বিদ্রোহী গ্রুপের প্রতিবাদ সভা ও সাংবাদিক সম্মেলন: আসাদুজ্জামান সাজু… http://t.co/xGmwv7kIRI'	BN_NEG
508460276409061378	'উইকেট পড়ল না একটিও! http:/t.co/WQKfbkBvf9'	BN_NEG
508635711244083200	'আমি নেতা বা কবি হতে পৃথিবীতে আসিনি।এসেছিলাম প্রেম দিতে ও নিতে।কিন্তু আজ আমায় নিঃস্ব হাতে চলে যেতে হচ্ছে।----- কাজী নজরুল ইসলাম'	BN_NEG
508570380038987776	'ছয়টি ভিন্ন ভিন্ন ঘটনা একসাথে চলছে। পান থেকে চুন খসলেই সব শেষ। হেরে যাবেন আপনি ও আপনার বাহিনী।#game #play http://t.co/uqs5IC2IGL'	BN_NEG
508696424348135424	'RT @firojtw: @ahmealauddin ছোট ভাইএর মাথায় মারার অভ্যাসটাও.......হা হা হা .....'	BN_NEG
508614599701463040	'আঃ হালিমের খুটির জোড় কোথায় সরকারি গাছ কর্তন করার ৬দিন পেরিয়ে গেলেও মামলা হয়নি অভিযুক্ত শিক্ষকের বিরুদ্ধে... http://t.co/ZhElgZkaBEnu'	BN_NEG
508614609700274176	'আঃ হালিমের খুটির জোড় কোথায় সরকারি গাছ কর্তন করার ৬দিন পেরিয়ে গেলেও মামলা হয়নি অভিযুক্ত শিক্ষকের বিরুদ্ধে http://t.co/VyfWs0a9ea'	BN_NEG
508587527414890496	'বিশ্বম্ভরপুরে কোনাজাল ব্যবহারকারীদের বিরুদ্ধে বিক্ষোভ ও স্মারক লিপি প্রদান - Abnews: http://t.co/KFbzzvx0rn'	BN_NEG
508431632617832448	'নো টু নিউ ওয়ার বিক্ষোভকারীদের র‌্যালী ও সমাবেশ অনুষ্ঠিত | Shadindesh http:/t.co/hH3DZ6W6rI'	BN_NEG
508587740351311872	'বিশ্বম্ভরপুরে কোনাজাল ব্যবহারকারীদের বিরুদ্ধে বিক্ষোভ ও স্মারক লিপি প্রদান - Abnews http://t.co/llIVCnU7PT'	BN_NEG
508587165660762112	'টাঙ্গাইলের যৌন পল্লী দেশের অভ্যন্তরে নারী ও শিশু বিক্রির আদর্শ স্থান ছিল http://t.co/ARc9v3P9lm'	BN_NEG
508695400153628673	'সহিহ আত্ তিরমিজি ::  হজ্জ অধ্যায়ঃঅধ্যায় ৯ :: হাদিস ৮১০কুতায়বা ইবন সাঈদ ও আবূ সাঈদ আল-আশাজ্জ (র.) আব্দুল্লাহ... http://t.co/AsNvLnpXGO'	BN_NEG
508624145169780736	'দেশে এখনো আড়াইকোটি লোক নিরক্ষরঢাকা, ৭ সেপ্টেম্বররবিবার, ০৭ সেপ্টেম্বর, ২০১৪প্রাথমিক ওগণশিক্ষামন্ত্রী...'	BN_NEG
508379995199119363	'RT @MDSHARIF288: *যাও পাখি যারে উড়ে তারে কইয়ো আমার হয়েচোখ জলে যায় দেখব তারেমন চলে যায় ওদূর দূরেযাও পাখি বলো তারে সে যে ভুলে না মরে *'	BN_NEG
508632634511990784	'@kmmbd কাজ কাম নাই সারাদিন এইটা সেইটা  দেইখা বেরাও?'	BN_NEG
508592172443398144	'সাদার্ন সমিতিও আরেকটু হলেই পালিয়ে যাচ্ছিলো, ঠিক মোহনবাগানের মতো .'	BN_NEG
508625787562364929	'এক সপ্তাহ পরেও গ্রেফতার হয়নি আসামিরা!'	BN_NEG
508587820491874304	'বিশ্বম্ভরপুরে কোনাজাল ব্যবহারকারীদের বিরুদ্ধে বিক্ষোভ ও স্মারক লিপি প্রদান - Abnews http://t.co/7Nmr5TCnaW'	BN_NEG
508608770096635904	'বিরলে ধর্মজৈন সিমান্তে বিএসএফের গুলি ও হাত বোমা নিক্ষেপ - Abnews: http://t.co/Iwff0KUZAM'	BN_NEG
508698406596784129	'@Im_Hassi ওকে আরো অন্তত দুই/আড়াই ঘন্টা থাকতে হবে। রিয়াদ-ও চলে গেল। কি যে হবে কে জানে!!!'	BN_NEG
508702634250088448	'জয় পাকিস্তান বঙ্গবন্ধু বলেছেন ৭১ এর ৭ ই মার্চ!আমার জীবনে আমি কখনো শুনিনি জয় পাকিস্তান নামক কোন শব্দ!যদিও... http://t.co/0E3oAuwveb'	BN_NEG
508699433580920832	'যেই জিনিস চোখে ধরে না তা কখনো মনে ও ধরে না। সন্দেহ এমন একটা জিনিস যা আস্তে আস্তে ঘৃণায় পরিনত হয়। — feeling confuse'	BN_NEG
508617255098134528	'@shahanaz_rumy আমিতো ভালবাসা কি তা ও জানি না'	BN_NEG
508439569671659521	'তালিকাচ্যুত: বিনিয়োগকারীদের গচ্চা দুই’শত কোটি টাকা **********************************************নানা অনিয়ম ও... http:/t.co/LkVfyxk0pe'	BN_NEG
508577856717602816	'তার ও আগেধ্রুবসরে ভেসে যায় অপরাপরহিমগর থেকে বলিআমার কোনো পৃথক অস্তিত্ব নেই......\\m// — listening to Mechanix - Dhrubo Shor'	BN_NEG
508706237890830336	'বাবা-মা-ভাইকে বেঁধে স্কুলছাত্রীকে গণধর্ষণ: সিঁদ কেটে ঘরে ঢুকে বাবা, মা ও ভাইকে বেঁধে রেখে অষ্টম শ্রেণীর এক ছাত... http://t.co/imP6ZnwMdM'	BN_NEG
508593571172065280	'৯০ লাখ টাকা আত্মসাত : ৭ ব্যাংক কর্মকর্তার বিরুদ্ধে মামলা করবে দুদক: ৯০ লাখ টাকা আত্মসাতের অভিযোগে সোনালী ও প্র... http://t.co/kUW6jIxAhr'	BN_NEG
508636035002408961	'যাবে যদি যাও,কেন পিছন ফিরে চাও ?দেখছ, কাদছি নাকি ?কাদবে কি আর শুকনো আঁখি !আবার কেন দাড়ালে ঘোরে?অভিনয় করে...'	BN_NEG
508587998749806592	'মতিউর রহমান মাদানি কিভাবে আল্লামা সাইদির উপর মিথ্যা কথা বলল তা  দেখুন ভিডিও ...... http://t.co/NzuJFy98If'	BN_NEG
508711205834588160	'পিলিচ দয়া কইরা কেও কতাডা চিরিয়াচলি নিয়েননা http://t.co/Nk7DVzVl8a'	BN_NEG
508577821120139266	'অপরাধ না করেও অপরাধী http://t.co/ssdQmlNTVE'	BN_NEG
508456511048151040	'মিশরের জন্যেও হুমকি  ইসলামিক স্টেট'	BN_NEG
508423077370159105	'ধূপগুড়িতে সালিশি সভার জেরে দশম শ্রেণির ছাত্রীকে গণধর্ষণ ও খুনের অভিযোগ ঢাকতে তৃণমূলের চাপ  http:/t.co/L3i5Sgherl'	BN_NEG
508700887770886144	'ভেড়ামারায় চাকুরী না করেও নিয়মিত বেতন উত্তোলন এক শিক্ষিকার http://t.co/GrtkyOye00'	BN_NEG
508633226634489856	'তবুও তাদের তারকা বলে যাদের চরিত্রের কোন ভালো অধ্যয় থাকে না দেহ প্রদর্শন যাদের মুল লক্ষ্য তার সাথে নিজে বিক্রি করতে হয় নিলামে ।'	BN_NEG
508450223878729729	'সরকারের নীতি ও ক্ষমতার দৈন্যতার কারণে নদী কমিশন ‘কাগুজে বাঘে’ পরিণত: স্টাফ রিপোর্টার: কেমন… http:/t.co/1mcCvoCPMV'	BN_NEG
508581175833538560	'গফরগাঁওয়ে ছাত্রদলের সাধারণসম্পাদককে কুপিয়ে জখম: গফরগাঁও: ময়মনসিংহের গফরগাঁওয়ে রোববার দুপুরে দুর্বৃত্তরা ছাত্র... http://t.co/VfdBrZaN5o'	BN_NEG
508665626240778240	'‘তুমি প্রতি সুন্দর পুরুষ ও নারীর প্রতি একের পর এক দৃষ্টি দিয়েই যাচ্ছ, আর তুমি মনে করছ যে এটা বোধ হয় তোমার...'	BN_NEG
508593172042510337	'Tomar Jonno… (68)এ আমার সহজ মৃত্যুর কোনো খবর নয়… যে তুমি পড়ে নেবে… এ আমার সহজ বেঁচে থাকার কথাও নয় কোনো….. যে... http://t.co/eIOz2Vkz15'	BN_NEG
508597394582556672	'ইয়াবা ও পিস্তলসহ টেকনাফে আটক ৩http://t.co/yQxkbrTo3P'	BN_NEG
508580646902853633	'আল-কায়েদার ভিডিও বার্তা তৈরি হয়েছে পাকিস্তানে!সম্প্রতি একটি ভিডিও বার্তায় আল-কায়েদা প্রধান আয়মান আল... http://t.co/rE72Evl8IN'	BN_NEG
508711451293655042	'আর লাল রঙের তুলিতে রাঙিও না তুমিআমার জীবনআমার আঁকা স্বপ্নগুলো ছিড়ে ফেলেদুঃস্বপ্ন তুমি আর এঁকো না। — feeling helpless'	BN_NEG
508666514342674434	'--কিরে ও তোর পিছনে লেগেছে কেন? --ওর গ্যাস খুব পছন্দ!! আর আমি তো পিছন দিয়েই গ্যাস ছাড়ি!!'	BN_NEG
508609137216061441	'বিচারপতিদের হিজড়া বানানোর মহান কাজটা বাস্তবায়ন করল আওয়ামীলীগ। এরপর শুরু হবে বিচারপতিদের বউ মেয়েদের পতিতা ও...http://t.co/N7be23BxOc'	BN_NEG
508717585601290240	'গাজীপুরের শ্রীপুরে ১০০ পিছ ইয়াবা ও গাঁজাসহ ৩ জন গ্রেপ্তার: http://t.co/LhPdhSwYjq'	BN_NEG
508660586016935936	'পবিত্র কোরআনের ওপর চায়ের কাপ রেখেতাসলিমা নাসরিন ও ব্লগার আসিফের আড্ডা !'	BN_NEG
508578880798470144	'গফরগাঁওয়ে পৌর কর্মচারী পরিষদের মানববন্ধ, থানা ঘেরাও: http://t.co/htbJ7HbbVd'	BN_NEG
508568951832326144	'GM News - মঠবাড়িয়ায় পৌরশহরের পাকা সেতু বিধ্বস্তের দুই বছরেও নির্মিত হয়নি ॥ ভোগান্তিতে হাজারো মানুষ http://t.co/Gg7P4E7eNQ'	BN_NEG
508579178292068353	'গাজীপুরের শ্রীপুরে ১০০ পিছ ইয়াবা ও গাঁজাসহ ৩ জন গ্রেপ্তার: http://t.co/CMZUlh1WgV'	BN_NEG
508587994979508224	'মতিউর রহমান মাদানি কিভাবে আল্লামা সাইদির উপর মিথ্যা কথা বলল তা  দেখুন ভিডিও ...... http://t.co/c3jS8AmgfD'	BN_NEG
508395326982873088	'অশ্লীল ভিডিও পাঠিয়ে বন্ধুত্বের প্রস্তাব !http:/t.co/E8gjTmQZKY'	BN_NEG
508464462937206784	'বিল বাড়ছে বাড়ুকহাসপাতালগুলো লাশ আটকে রাখুক,আমার মনটা মৃত,দেহটা লাশ...লাশকাটা ঘরে দিব্বি পরে আছি,তবুও আমার... http:/t.co/zhGtAu4l9a'	BN_NEG
508628629094268928	'@MDSHARIF288 তাহলে তো খুব বাজে ভাবে সময় কাটে। আপনার ভাই ও কি একি কাজে।'	BN_NEG
508403419489398785	'মতলব দক্ষিণে আলোচিত পিতা হত্যার ঘাতক ৩ বছরেও আটক হয়নি http:/t.co/39ECYIWwFh'	BN_NEG
508417022062235648	'আর্থিক প্রতিষ্ঠানেও বেড়েছে খেলাপি ঋণ - http:/t.co/DFqYTeUbvh @ http:/t.co/T0q6cdtRPC'	BN_NEG
508584406198390784	'নার্সদের পর এবার ইন্টার্ন চিকিৎসদের ধর্মঘট: সেবিকারা ফিরলেও শিক্ষানবিশ চিকিৎসকরা কর্মবিরতিতে চলে গেছে। ফলে রাজ... http://t.co/HTMJWju3ZM'	BN_NEG
508665121313652736	'বাল্য বিবাহ ধর্ষণের চেয়েও বড় অপরাদ....অতএব.... সাবধান'	BN_NEG
508580687813677056	'সিডি নিউজ২৪.কম, ডেক্স ০৬ সেপ্টেম্বর : অবেশেষে কার্লেোস তেভেজের বাবার অপহরণকারীদের ধরল পুলিশ ৷ তিনজন পুরুষ ও একজন... http://t.co/aLMmyLDODC'	BN_NEG
508389043441532928	'আগাম শ্রম বিক্রির মত আগাম দেহ বিক্রির প্রথাও প্রচলিত http:/t.co/QYaQ8Yxc3m'	BN_NEG
508664789074079744	'সংসদেও ঘুমালেন সমাজকল্যাণ মন্ত্রী, আমরা বাঙ্গালিরা বরাবরই গোরবিত'	BN_NEG
508577652999847936	'১৭ বার ইন্টারভিউ দিয়েও চাকুরী পায়নি দিনাজপুরের মুক্তিযোদ্ধার সন্তান http://t.co/y9EtVKrpNU'	BN_NEG
508460195479969792	'কাঠের গাড়ি আটক করে পুলিশ ও বনবিভাগ কর্মকর্তাদের চাঁদাবাজি! http:/t.co/BA10wCDHBE'	BN_NEG
508571465004756992	'৭ ব্যাংক কর্মকর্তার বিরুদ্ধে মামলাঅনুমোদন করেছে দুদক: ঢাকা: ৯০ লাখ টাকা আত্মসাতের অভিযোগে সোনালী ও প্রাইম ব্য... http://t.co/upXmXzrgqG'	BN_NEG
508654169725878272	'বালিকা..  তোমার মনের মিষ্টি নদী  হইতে আমারে ১ গেল্লাস পানি আইনা দেও..আমি আমার কুইত্তারে  পান করাইব..ম্যানশন কইত্তান্নু.. :p'	BN_NEG
508664820703690752	'স্বজনরা বলছেন, পরিবারের সবাইকে হত্যার সঙ্গে জড়িত অপরাধীদের বিরুদ্ধে মামলার প্রস্তুতি নিচ্ছিলেন বলে ইয়াসিনকেও...'	BN_NEG
508658670574796800	'আমি জানিনা আগামীকালবেচেঁ থাকব কিনা তবুও জেগে উঠারআশায় এলার্ম দিয়ে রাখি................ — feeling sleepy'	BN_NEG
508641429770760192	'যখন তোর্ মা বোনরে তোর্ চোখের সামনে ধর্ষণ করা হয়, তোর্ বাপ ও ভাইরে নির্মন অত্যাচার করে খুন করা হয় - তখন তোর্ যা...'	BN_NEG
508575807459966976	'RT @shahin20feb: কিছু মানুষ কে যেমন ভালবাসতেই ভাল লাগে ,তেমন কিছু মানুষ কে ঘৃণা করতেও ঘৃণা লাগে !'	BN_NEG
508596329464221696	'আমি জানি, একদিন আমিও এমনপতঙ্গের হৃদয়ের ব্যথা হব- সমুদ্রের ফেনা শাদা ফেনায় যেমনভেঙে পড়ে- ব্যথা পায়।মানুষের... http://t.co/QWBb6DyebS'	BN_NEG
508657480688480257	'এতো ফেইক আইডি থেকে রিকুয়েষ্ট আসলে সাথে সাথে ব্লক আর নাহলে ডিলিট করে দিতাম। এখন দেখি ফেইক আইডি থেকে ফলো করে তাও...'	BN_NEG
