id	text	class_label
712	 যত অবহেলা তত ভালোবাসা।আমারো হ্রদয়ে খুব অসস্তি হচ্ছে।ইচ্ছে করছে আমিইই তাকে ফিরিয়ে আনি। 	Positive
5150	বিজয় কে আর জাতীয় দলে দেখতে চাইনা	Negative
2736	আমি এলাকা এবং লোকেরা আপনার রোমান্টিক, লোভনীয় ambiance বা পাঁচ তারকা পরিষেবা একটি sommlier এবং ক্যাপ্টেন এবং পিঠ ওয়েটার একটি জটিল ধাঁধা সমন্বিত জন্য এখানে না প্রয়োজন বুঝতে - আপনি খাঁটি খাবার, স্বাদ, পরীক্ষা জন্য আসা	Positive
5168	 তামিমের কপালে আজো একটা যোগ্য সঙ্গী জুটলো না। অভাগা তামিম।	Negative
2612	স্থানটি এত শীতল এবং পরিষেবাটি যে প্রম্পট এবং বিনয়ী।	Positive
2988	দ্বিতীয় আপনি দরজা মত ভারী খিলান মাধ্যমে পদব্রজে ভ্রমণের জন্য , আপনার আগমনের আশংকা মানুষের সঙ্গে আপনি বুঝতে পারে যে আপনি একটি জীবনকালের ডাইনিং সাইড আছে যাচ্ছেন।	Positive
5120	স্যার শূন্য সরকার আর লিটল বাঁশ এদের জন্য আজ ম্যাচ হেরে গেলো	Negative
5781	বাংলাদেশে মুশফিক তামিম, রিয়াদ, সাকিব বাদে আর কোনো প্লেয়ার নাই।যেটা শ্রীলংকাই আছে	Negative
2527	 কারণ ওরা স্পিন ভালো খেলে আর ওদের স্পিনাররাও আমাদের চেয়ে বেটার। 	Positive
2848	 খুব লাভজনক এবং উদাসীন  না।	Positive
1186	 তানিয়া আপু আমার খুবই প্রিয় ব্যক্তিত্ব 	Positive
2450	SL কি সুন্দর খেলে যাচ্ছে, যেমন বলিং তেমন ব্যাটিং	Positive
1732	 মেয়াদ মাস হলে ভালো হতো 	Positive
5278	মিরপুরের পিচে সাকিব ছাড়া জয় কল্পনাও করা যায় না	Negative
5416	কি কারনে এত দিন দলের বাহিরে রাখা হয়েছিল বাজ্জাক কে? 	Negative
483	 সাবাশ বাংলাদেশ এগিয়ে যাও অগ্রযাত্রার পথে দেখিয়ে দাও পৃথিবীকে আমরাও পারি । 	Positive
610	 দয়া করে একাদশে রুবেল ও তাছকিন এর জায়গায় নাসির ওআল আমিন কে নেওয়া হোক। 	Positive
516	 অভিনন্দন অাবারো টেস্টে পাঁচ উইকেট নেওয়ার জন্য 	Positive
2040	২ম ইনিংসে পিচের রাফ জায়গা ও ফাটল গুলো বড়ো হবে বাংলাদেশের উচিত ২০০-২৩০ এর মধ্যে আটকে রাখা	Positive
2521	ম্যাক্সওয়েলের মত পোতিভাবান ক্রিক্রেটার অষ্ট্রেলিয়া দলে কেও নেই তাকে নিয়মিত ওয়ানডে দলে রাখা উচিত।,	Positive
2009	স্পিনারের সামনে নই রাজ্জাকের সামনে ধরাশায়ী র্রীলংকা	Positive
2937	সজ্জা গাঢ়, ঠান্ডা এবং শীতল, যখন খাবারের উপস্থাপনা দর্শনীয়, কম দাম বিবেচনা করে।	Positive
799	 আমার প্রানের একটি অনুষ্ঠান। খুবই ভাল লাগে 	Positive
6622	""""	Negative
2124	আফিফরাইতো আমাদের আগামীদিনের সাকিব,তামিম।	Positive
2615	আমি শুধু আশ্চর্য হচ্ছি আপনি এইরকম সামান্য অর্থের জন্য কতটা সুস্বাদু খাবার খেতে পারেন।	Positive
2223	 শ্রীলংকার হেরাথ,মুরালি যে বয়স পর্যন্ত খেলেছেন,রাজ্জাক ও সেরকম বয়স পর্যন্ত খেলা উচিত	Positive
5537	বাংলাদেশের ব্যাটসম্যানদের সেই চিরচেনা বলকে খোঁচা মারা।।	Negative
6191	১৭ বার ১০০ রানের নিচে অলঅাউট হওয়ার রেকর্ড শুধু বাংলাদেশেরই	Negative
2109	ভারতের ধীর স্থির, ঠান্ডা মাথার ব্যাটিং দেশে শিখা উচিৎ	Positive
6367	আমি আসলে এইটা বুঝি না যে বারবার খারাপ পারফমেন্স করার পরেও কেন সাব্বির রহমানকে দলে রাখা হচ্ছে। 	Negative
572	 ওমান প্রবাসীদের পক্ষ থেকে লাইভ দেখানোর জন্য ধন্যবাদ 	Positive
5418	 কোচ্ আঃ রাজ্জাকের ক্ষতি করে নাই।বাংলাদেশ ক্রিকেটকে পিছিয়ে দিয়েছন।	Negative
1476	 মসলমান মসলমানের বাই তাই বলচি সিমতো খুলে দেয়া হোক 	Positive
2783	ভাল এবং মদের বোতল সস্তা ।	Positive
5524	 বোলারদের সফলতা ছাপিয়ে যাচ্ছে ব্যাটসমানরা।খুবই লজ্জাজনক।	Negative
5782	বাংলাদেশে মুশফিক তামিম, রিয়াদ, সাকিব বাদে আর কোনো প্লেয়ার নাই।যেটা শ্রীলংকাই আছে	Negative
2258	 খুবই ভাল খবর যে তাকে প্রায় ৪ বছর পর জাতীয় টিমে সুযোগ করে দিয়েছে।	Positive
2449	SL কি সুন্দর খেলে যাচ্ছে, যেমন বলিং তেমন ব্যাটিং	Positive
817	 শাকিবুল হাছান তুমিধনী মানষ তাই লাইক দিলাম 	Positive
5367	 নারাজ্জাকের মত অভিজ্ঞ বোলারকে বাদ দিয়েছিলো জঘন্য কোচ হাতুরি ।	Negative
1589	 রান হলে খেলা জিতবে ইংশাআললা। 	Positive
664	 চাকরির খবর বিভিন্ন পরিক্ষার সাজেশন এবং বিভিন্ন বিনোদন মূলোক তথ্য পেতে আমাদের এই পেজে লাইক দিন আপনার কাছে তথ্য পাঠানোর দায়িত্ব আমাদের। ধন্যবাদ সবাই লাইক দিবেন প্লিজ 	Positive
2019	 রাজকীয় রাজ্জাক	Positive
5455	 শ্রীলংকা 2ন্ড ইনিংস এ 150 রান এর টার্গেট দিলে ও দেখবো কি করে করতে পারো !!	Negative
847	 আপনি নিশ্চয় বস মাশরাফির অনেক বড় ভক্ত।তিনি আমাদের নরাইলের গর্ব। তার ব্যাক্তিগত কিছু জানার জন্য এই পেজে ভিজিট করুন। 	Positive
5198	সাকিব ছাড়া বাংলাদেশ স্পিন বোলিং লাইন খুব সাধারণ মানে। 	Negative
5525	 বোলারদের সফলতা ছাপিয়ে যাচ্ছে ব্যাটসমানরা।খুবই লজ্জাজনক।	Negative
2869	সেবা অবিশ্বাস্য এবংগ্রেট ভারতীয় খাদ্য  ।	Positive
1132	 খুব সুন্দর হয়েছে দিদি। তোমাকে দারুন লাগছে। শুভ অষ্টমী দিদি। 	Positive
1664	 সরকারের কাছে আবেদন আপনে তাদের একটু জায়গা দেন।তাদেরও বাচার অধিকার আছে তারা আমাদের ভায়ের মত।তারচেয়ে বড় তাদের পরিচয় তারা মুসলিম। 	Positive
389	পরিচয়সুখ্যাতী বহন করে মানুষ তার নিজ কর্ম দ্বারা।যে ভাল গুন ফিদেলের খুব ভাল ভাবেই ছিল। 	Positive
5757	ওডিয়াইতে চার পেসার খেলাতে পারে,টেস্টে খেলে এক পেসার নিয়ে!	Negative
5740	দুঃখ হয় নিজ দেশের, নিজ মাঠে ব্যাটিং বিপর্যয়	Negative
6222	হার্দিক পান্ডিয়ার মত ধুমধারাক্কা অলরাউন্ডার দের জন্ম বাংলাদেশে অহরহ কিন্তু,দাদা রাজনীতি আর,অস্বচ্ছতার বলি আমরা।.	Negative
265	 একেই বলে ডিজিটাল আঃমী উন্নয়ন 	Positive
182	 রাখে অাল্লাহ মারে কে অাল্লাহর রহমত ছিলো বলে বেছে গেলো 	Positive
371	 আপুকে ধন্যবাদ দিই সুন্দর চিন্তার জন্য।কিন্তু তারপরেও তারাই তাদের কাছে ভালো। 	Positive
6090	আমরা ফাইনালে হারছি আর হারতে হারতে কোন মতে টেষটে হার এরাইঝি,,বিশাল বাল ফালাই ফেলছি।।	Negative
127	 পৃথিবীর সবচেয়ে সুখী মানুষ সৌদি আরব 	Positive
6198	না অাছে কোনো পাওয়ার হিটার, না অাছে একটা লেগস্পিনার, না অাছে নিয়মিত স্ট্রাইক রোটেট করার মত ব্যাটসম্যান!	Negative
2948	বালুচি এর দৃঢ় খাদ্য এবং যুক্তিসঙ্গত মূল্যের একটি সুন্দর সজ্জা।	Positive
6430	বাংলাদেশ এর বোলিং ব্যাটিং এলমেল হয়ে গেছে। অবস্হা আরও খারাপ হবে।	Negative
5132	সংবাদ সমল্মেনে এসে জাতীয় বীর ম্যাশের সহজ কথা- আমরা খেলেছি বোলিং পিচে কিন্তু তারা খেলেছে ব্যাটিং পিচে।	Negative
5262	হাতুরু কে কিছুদিন পর শ্রীলংকা দলের লোকে পিঠাবে	Negative
2909	ভাল সঙ্গীত, মহান খাদ্য, দ্রুত পরিষেবা সাশ্রয়ী মূল্যের দাম।	Positive
2627	চমত্কার সেবা, চমত্কার খাদ্য, এবং একটি ঠাণ্ডা বাহিত বায়ুমন্ডল এবং পরিবেশ।	Positive
783	 দেশপ্রেমের আগে মানবতা মানুষের জন্য দেশ দেশের জন্য মানুষ নয়। মানবাধিকারের চেয়ারে বসে থাকা মানুষগুলোর শুভবুদ্ধির উদয় হোক 	Positive
2814	আমি সুপারিশ করছিলাম তাদের  অত্যন্ত খাদ্য, পরিবেশ এবং বিস্ময়কর ক্যাফ সেন্ট বার্ট সেবার জন্য  ।	Positive
5071	 শিরোনাম দেখে ভাবলাম রাজ্জাক মনে হয় ৪-৫ উইকেট নিয়ে ফেলেছে?	Negative
58	 জটিল। কিউটের ডিব্বা।।।। নাম্বার এর নাম্বার কিউটের ডিব্বা বেবি।।।।।। 	Positive
2910	আমি 5 বছর NY জন্য বসবাস করেছি এবং এই জায়গাটিতে আমার এটি সব আছে।	Positive
5708	বোলিং পিচ বানাইলে ব্যাটিং পারি না, ব্যাটিং পিচ বানাইলে বোলিং পারি না।	Negative
5573	 যখন ব্যাটে বোলিংয়ে দুই একজনে ম্যাচ জেতায়, তখন তার কৃতিত্ব পায় অষ্টম বীরশ্রে	Negative
5073	ভাল খবর।কিন্তু পরে অাবার যেন হেরাথে দিশেহারা না হয় বাঘেরা!!!	Negative
1682	 এতদিন পর হুঁশ হলো যাক তাও তো হয়েছে এইভাবে জণতার মনের কথা বলবেন জনগণও ভালোবাসবে আপনাদের ৷ কারো চোখ রাঙানিতে ভয় না পেয়ে জনগণের প্রানের দাবি তুলবেন জনগণও দেখবেন প্রয়োজনে তুর্কিদের মতো ট্যাংকের তলায় চলে যাবে ৷ এভাবেই সত্য কথা ভয়ডরহীন ভাবে বলে যাবেন আশা করি ৷ 	Positive
2208	 আরো আগে রাজ্জাকের প্রত্যাবর্তন করা দরকার ছিল	Positive
5944	 ম্যাচে জয় করতে হলে অবশ্যই মমিনুলের সেরা খেলাটা খেলতে হবে । 	Negative
5036	মামু, চাচা নেই বলে অবহেলিত ক্রিকেটার আব্দুর রাজ্জাক কে, দীর্ঘ দিন থেকে জাতীয় টিমে নেওয়া হয়নি,	Negative
2015	 মুমিনুলের পর, রাজের রাজসিক প্রত্যাবর্তন।	Positive
812	 সীমান্ত খুলে দেওয়া হক। তারা যাতে বাংলাদেশে আসতে পারে। 	Positive
2710	Tuk Tuk যারা আরামদায়ক আশপাশ জয়েন্টগুলোতে এক যেখানে আপনি জানেন যে আপনি একটি ন্যায্য মূল্যে একটি ভাল খাবার সবসময় থাকবে।	Positive
656	 তাদেরকে আপাতত নিবন্ধিত করে আশ্রয় দিতে হবে তারপর বিশ্বের শক্তিধর দেশ ও সংঘটনের সাথে আলোচনা করে সমাধান দিতে হবে 	Positive
5369	সাব্বির,সৌম্য,ইমরুল দের মতো অফ-ফর্মার দের কিছুদিন বাদ দেয়া হোক । শুভ কামনা !	Negative
2724	নিউ ইয়র্ক শহরের সেরা এক জায়গা, এটি একটি চমত্কার শিথিল জায়গা এখনের  খাদ্য ভাল  ।	Positive
2311	ভাল লাগল রাজ্জাককে আবার সুযোগ দেয়ার জন্য।	Positive
2805	ওয়াইন নির্বাচন, ambiance সেবা সব অসামান্য এবং স্বীকৃতি প্রাপ্য।	Positive
5012	সিনিয়রদের এই ভুল গুলো মেনে নেওয়া যায়না।।।।।	Negative
2246	রাজ্জাক নিজের জন্য নয়,দেশের জন্য প্রাণ উজাড় করে খেলে।	Positive
227	 মাশাল্লা বাবা ও বেটিকে আমার লাল গোলাপের শুভিচ্ছা রইলো। 	Positive
6576	""""	Negative
1372	ভালোবাসি বাংলাদেশ ভালোবাসি বাংলাদেশ ক্রিকেট টিমকে। 	Positive
2996	মানুষ স্পষ্টত তাদের পিজা উপভোগ করছিলো,আমার নিনা এর ব্লক উপর পার্কিং জায়গা সুন্দর লাগছিল, ।	Positive
1586	 নাসিরের কোন জবাবই নাই শুদু নাসির কে দলে চাই 	Positive
1944	 মানবিক কারণে রোহিঙ্গাদের বাংলাদেশে আশ্রয় দেওয়া উচিত। 	Positive
2641	গ্রেট bagels, স্প্রেড এবং একটি ভাল জায়গা মধ্যে থাকা আউট	Positive
1400	 ইয়া আল্লাহু আপনি এই রোহিঙ্গা ভাইবোনদের এই জালিমদের হাত থেকে রক্ষা করুন। আমিন 	Positive
6691	ওরা বারবার দায়িত্বজ্ঞান খেলা খেলেই যাচ্ছে,, অথচ BCB ড় কোন পদক্ষেপ নেই। এটা খুবি হতাশার।	Negative
2045	রাজ্জাক সত্যি রাজকীয় ভাবেই মাঠে নামল	Positive
1746	 অনেক সুন্দর হয়েছে অাপনাকে অনেক ধন্যবাদ এরকম একটা অনুষ্টান উপহার দেওয়ার জন্য 	Positive
1332	 সাকিব ভাই তোমাকে ও তোমার কিউট মেয়েটাকে অনক সুন্দর লাগছে। 	Positive
1668	 তুমিই গর্ব তুমিই অহংকার সাকিব্বাই 	Positive
6190	মিরপুরে বসে বর্তমান সময়ের মরতে বসা শ্রীলঙ্কা র সাথে ৮২ রানে অলঅাউট হয়!	Negative
376	 বাংলাদেশ থেকে আদি বাশি দের মায়ানমার এ তাড়িয়ে।। রোহিঙ্গা দের কে জায়গা দেওয়া হোক।।।।। একমত হলে লাইক হবে।।।।। 	Positive
2078	হেড কোচ ছাড়াই হাতূরুর শ্রীলঙ্কাকে ১৬৩রানে বিশাল ব্যবধানে হারিয়েছে বাংলাদেশ!	Positive
2149	 মোস্তাফিজ এবং একজন স্পিনার চাই।	Positive
2865	যদিও,বায়ুমণ্ডল মহান, তবুও আপনি একটি ছুটির দিন বিকেলে একটি সস্তা উপায় দিয়ে একটি নিরপরাধ দৃশ্য খুঁজছেন।	Positive
5207	সানজামুল কে বাদ দেওয়া হলো দল থেকে।	Negative
5505	 আগে বাংলাদেশের ব্যাটিংদেখি তারপরে তোরা লাফাইচ বাবা।	Negative
5531	 বাংলাদেশ টিম থেকে চিরতরে আনামুল আর নাসির কে বাদ দেওয়া উচিৎ	Negative
5133	সাকিব তামিম ছাড়া বাংলাদেশের অন্য ব্যাটসম্যান গুলা বি গ্রডের	Negative
5734	টি২০ প্লেয়ার সাব্বিরকে নামায়ছে টেস্ট খেলার জন্য।	Negative
6123	""""	Negative
5095	 স্পিন দিয়ে শ্রীলংকাকে কিছুই করা যাবে না, উল্টো রঙ্গনা হেরাথ বাংলাদেশের ব্যাটসম্যানদের প্যান্ট খুলে উলঙ্গ করে দিবে।	Negative
553	 অাইয়ুব খাঁন অামল থেকে সৌদিআরব লক্ষ রোহিঙ্গাকে বাংলাদেশ হইতে নিয়ে গিয়ে পালিতেছে। যখন রোহিঙ্গাদের সমাধান হবে তখন রোহিঙ্গাদের ফেরত হয়তো পাঠাবে। 	Positive
5398	পাপনের মতো আবাল থাকলে যারা প্রতিভা তারা কখনোই নিয়মিত সুযোগ পাবেনা।	Negative
5136	৫০ তে খুশি থাকেন আমাদের খেলোয়ারা।	Negative
5000	 জয় বাংলা কাপ! তাও আবার স্বাধীনতার মাস মার্চে। যার মাথা থেকে এমন চমৎকার আইডিয়া এসেছে তালে স্যালুট	Negative
6039	আমি মজা পাচ্ছি।অতি সন্যাসিতে গাজন নষ্ট বলে একটা কথা আছে	Negative
2251	খুব গুরুত্ব পূর্ন একটি ভাল সিদ্ধান্ত রাজ্জাক ভাইকে ফিরিয়ে আনার জন্য ।	Positive
680	 সাবাস আল্লাহ আপনার সহায় হোক।। 	Positive
5532	বাংলাদেশ দলে এই দুই গদর্বকে কেন টিম সিলেক্ট করে আমার মাথায় আসে না	Negative
1239	 ইননানিললাহি ওয়া ইননা ইলাইহি রাজিওন আললা ওনাকে জাননাতের মেহমান হিসেবে মেনে নিন আমিন। 	Positive
2052	রিয়াদ ভালো অধিনায়ক।। বাট পারফমেন্স অধারাবাহিক।।	Positive
6325	তাকে আজীবনের জন্যে বাংলাদেশ ক্রিকেকেটের প্রধান কোচের দায়িত্ব দেওয়া হোক	Negative
1548	 আগামীকাল নভেম্বর মঙ্গলবার সকাল টায় জাতীয় প্রেসক্লাবের সামনে নাগরিক পরিষদের উদ্যোগে মায়ানমারে গণহত্যার ও জাতিসংঘের নির্লিপ্ততার প্রতিবাদে মুখে কালো কাপড় বেধে মানব বন্ধন। সকলে আসুন এ গণহত্যা নারীও শিশুনির্যাতন এবং নারকীয় তান্ডবের প্রতিবাদ জানাই। বাংলাদেশ সরকারকে জাতিসংঘে ইস্যুটি উথ্থাপনের দাবী জানাই। অাপনিও আসুন। গনহত্যার প্রতিবাদে মানবিক দায়িত্ব পালন করি। 	Positive
5511	এক ম্যাচ ভালো খেললে, পরের ম্যাচ খারাপ খেলবে এটাই স্বাভাবিক।এটাই বাংঙ্গালী পেলেয়ারদের ধরন।	Negative
6224	হার্দিক পান্ডিয়ার মত ধুমধারাক্কা অলরাউন্ডার দের জন্ম বাংলাদেশে অহরহ কিন্তু,দাদা রাজনীতি আর,অস্বচ্ছতার বলি আমরা।.	Negative
1177	 এদের জন্যই নাসিরাবাদের মত ঘটনা সৃষ্টি হয়। সব ধর্মের মধ্যে সম্প্রীতি বজায় রাখাটা জরুরী। 	Positive
2708	Tuk Tuk যারা আরামদায়ক আশপাশ জয়েন্টগুলোতে এক যেখানে আপনি জানেন যে আপনি একটি ন্যায্য মূল্যে একটি ভাল খাবার সবসময় থাকবে।	Positive
1281	 বাবা ও মেয়েকে অনেক ধন্যবাদ 	Positive
5347	 মমিনুলকেই টেস্ট স্কোয়াড থেকে বাদ দিতে চেয়েছিলেন হাতুরি	Negative
6764	ম্যাক্সওয়েল মানেই ক্রিকেট বিনোদন	Negative
2162	মুসফিক , মুমিনুল আর আসরাফুল বাংলাদেশের ক্রিকেটের তিন উজ্জল নক্ষত্র ।	Positive
2089	বাংলাদেশ জিতার কথা,এই রান শ্রীলংকা পারার সম্ভাবনা খুবি কম,	Positive
5786	বাংলার ব্যাটসম্যান আছে এই সমস্যা সেই সমস্যা নিয়া খেলায় মনযোগ নাই	Negative
2206	শুরুতেই লঙ্কান শিবিরে হানা।৪ বছর পর ফিরে দলের জন্য প্রথম ব্রেক থ্রো এনে দিলেন অবহেলিত রাজ্জাক।	Positive
1726	 ধন্যবাদ সাময়িক হলেও আশ্রয় দেওয়া হোক । 	Positive
2824	প্রিক্স ফিক্স মেনুটি প্রতি পণের মূল্যের জন্য যথেষ্ট (উভয় পরিমাণ এবং মানের মধ্যে) যা আপনি বেশি  পেতে পারেন ।	Positive
5203	 রাজজাককে না নিলে তার অভিশাপে হারবে বাংলাদেশ।	Negative
1603	 ম্যাশ সত্যিই অসাধারন কোটি কোটি মানুষের সামনে আজ আবার প্রমাণ করলো। 	Positive
5333	 একটা ভালো খেলোয়ার দশ বারো ইনিংসে চেনা যায়না তাইলে সাব্বির অনেক আগে বাত যাওয়ার কথা??	Negative
5399	ইমরুল খারাপ ফর্মে থাকা অবস্থায় তাকে নেওয়া হয়তেছে অথচ শাহরিয়ার নাফিসকে সুযোগ দেওয়া হয়তেছে না।	Negative
2661	অপেক্ষা কর্মীরা বন্ধুত্বপূর্ণ,  খাদ্য ভাল  অর্জিত হয়েছে!	Positive
2564	বচ ম্যাশকে নিলে তিনি একাই শ্রীলংকাকে উড়িয়ে দিবেন	Positive
5019	ইমরুল খারাপ ফর্মে থাকা অবস্থায় তাকে নেওয়া হয়তেছে অথচ শাহরিয়ার নাফিসকে সুযোগ দেওয়া হয়তেছে না।	Negative
