id	text	class_label
5530	 বাংলাদেশ টিম থেকে চিরতরে আনামুল আর নাসির কে বাদ দেওয়া উচিৎ	Negative
6615	 নির্বাচক নান্নু সাহেব কোথায় জাতী তাকে জাদুঘরে দেখতে চায়	Negative
2621	একটি ক্রমবর্ধমান ভাল জায়গা লঞ্চ বা ডিনার জন্য খাওয়া ।	Positive
6242	বাংলাদেশের অবস্থা দেখে মনে হচ্ছে এরা আন্তর্জাতিক রাজনীতির উত্তর কোরিয়া। ,	Negative
1232	 অসাধারন এক ম্যাচ উপহার দেওয়ার জন্য ধন্যবাদ 	Positive
2041	২ম ইনিংসে পিচের রাফ জায়গা ও ফাটল গুলো বড়ো হবে বাংলাদেশের উচিত ২০০-২৩০ এর মধ্যে আটকে রাখা	Positive
2712	খাদ্যে সবসময় তাজা স্বাদ এবং তাত্ক্ষণিকভাবে পরিবেশিত।	Positive
2574	আমাদের  প্রিয় সসেজ এবং মুরগির সঙ্গে orecchiette হয় (সাধারণত ওয়েটার অর্ধেক অর্ধেকে বিভক্ত করেন তাই, আপনি উভয় অর্ধেক মেট নমুনা পেতে পারেন)।	Positive
3679	 পাপ তার বাপেরেও ছাড়ে না 	Negative
5464	কালকেই আমরা হেরে যাব।	Negative
3080	 হা হা তুরুস্ক নিয়ে খুভ মাথা ব্যাথা পশ্চিমা সহ ইহুদি দের কারন মুসলমান বিশ্বে এটাই এখন প্রকাশ্য অন্যায় এর প্রতিবাদ কারি দেশ আমি মনে করি তুরুস্ক কে আরো চলতে ফিরতে সাবধান হতে হবে তুরুস্ক এখন গোট মুসলিম জাহান এর গর্ব 	Negative
60	 আমার বয়স যখন মাত্র ষোল বছর।তখন বিয়ে করি এক তের বছরের মেয়েকে। বাবা মার ইচ্ছেতেই বিয়ে হয়েছিল আমাদের। নিজেই লুঙ্গি সামলে রাখতে পারতামনা রাতে ঘুমুলে গিট্টু দিতাম।অথচ সেই আমি তখন চেষ্টা করতাম ছোট্ট বউটাকে শাড়ি পরিয়ে দিতে। নিজেই পেতামনা পকেট খরচের টাকা অথচ বউয়ের জন্য আচার কিনতে হত। খুব সুন্দর ছিলো দিনগুলি।ভালবাসা যেন অজান্তেই তৈরি হয়েগেল মনের ভিতর।প্রথম কেউ বলতে সেই ছিল আমার জীবনে। সে ছিল খুব ছোট হাসত খেলত।বাবা মা তার কান্ড দেখে হাসতেন। আমিও হাসতাম এইভেবে যে এটাই আমার বউ। ছোট্ট মিষ্টি সোনা বউ।সারাদিন 	Positive
4069	 বিশ্ববিদ্যালয় শুধু জ্ঞান অর্জনের তীর্থঘর নয় ইহা বেকার তৈরির কারখানাও বটে প্রতিবছর যেভাবে বেকার জন্ম দিচ্ছে একদিন হয়তো এই বিশ্ববিদ্যালয় মাতার মিসক্যারেজড হয়ে যাবে চীন এত উন্নত দেশ অথচ এই চীনে একসময় সরকার বিশ্ববিদ্যালয় বন্ধ করে দিয়েছিল বছরের জন্য শুধুমাত্র গ্রাজুয়েটদের চাকরি দিতে পারে নি বলে এই বছরে সবাই নিজ নিজ বাড়িতে কারখানা খুলেছিল কারিগরি সর্ট কোর্স করে বড় কারখানা খোলারও টাকা ছিল না তখন চীনারা নিজেরা সাবলম্বী হয়েছে নিজেদের প্রচেষ্টায় 	Negative
5704	ডাহা ...মিথ্যা কথা..কেননা বিজয় দৃশ্যমান হচ্ছে আর সেটা বাংলাদেশেরই..	Negative
578	সত্য পথে যুদ্ধ করতে খোদায় দিবে বল। 	Positive
5361	বোলাররা যে পরিমানে শর্ট বল দিচ্ছে- তাতে রান কতটুকু যায় সেটাই দেখার বিষয়!	Negative
646	 গু মুত্রের গন্ধ টা একটু কম লাগচে এখন ধন্যবাদ রেন্ডিয়ান মাল্লু কে এখান থেকে সরে গিয়ে পোস্টটিকে গরুর মুত্রময় গন্ধ থেকে মুক্ত করার জন্য 	Positive
3415	 যে নিষ্ঠুর সে তো নীরব থাকবেই।এখন সে একজন ডাইনী। 	Negative
1663	কারন দুনিয়াটা হল মুসলমানদের জন্য ইমানী পরীক্ষা শত কষ্ট নির্যাতনের মুখেও যিনি এক আল্লাহর উপর বিশ্বাস অটুট রাখতে সক্ষম তিনিই হবেন মহান স্রষ্টার সরল পথে সাফল্য অর্জনকারীদের অন্তর্ভুক্ত। 	Positive
1342	 আমি মিথ্যা বলবো না বাংলালিংক কেনার পর অফার পেয়েছি আমি একজন বাংলালিংক গাহোক ধন্যবাদ 	Positive
5485	আর এই রাজ্জাক দলের বাহিরে এটা কি মেনে নেওয়া যাই	Negative
6511	নির্বাচকের কথা শুনলে হাসি পায়।টেস্টকে প্রস্তুতি ম্যাচ হিসাবে বিবেচনা করে	Negative
929	 আমাদের এলাকায় এক নেতা আছে 	Positive
714	আশাকির সামনের খেলায় আমাদের জিতবো। 	Positive
3189	 গেইলের মত বিদেশি দরকার নেই দেশিরা যা ঝড় তুলছে তাতেই খুশি। 	Negative
1710	 জাতিসংঘ এর কাছে সমস্যর সমাধান চাওয়া এবং সমাধান করা সেটা তো সময়ের ব্যাপার তার আগে মানবতাকে রক্ষা করা জরুরী কাজেই নদীতে ভাসমান বনী আদমকে আশ্রয় দিতে হবে । 	Positive
2500	ইন্ডিয়া জিতবে! মোমেন্টাম ওদের সাথেই আছে?	Positive
6495	 আর গাদ্দার হাতুরু আমাদের গোপন কৌশল আমাদের বিরুদ্ধে প্রয়োগ করেছে। 	Negative
2977	অংশ বৃহৎ এবং সার্ভার সর্বদা একটি ভিন্ন স্টার্টার সঙ্গে আমরা আশ্চর্য।	Positive
5800	 টেস্ট ক্রিকেটে নিজেদের মত করে তৈরী পিচের সুবিধা সব দেশ ই নেয়।	Negative
1515	 স্যালুট গ্রাম বাসিকে পুলিশ কে প্যাঁদানি দেওয়ার জন্য । 	Positive
2007	,বাংলাদেশ জিদবে ইনশা আল্লাহ	Positive
243	 হেরে যাওয়া টা কোন অপরাধ নারে ভাই অনেক সুন্দর খেলা হয়েছে। 	Positive
3222	 ঠেকানোর দরকারও মনে করসি না মামা পারলে তাদের হয়ে কথা বলুন নইলে চুপ থাকুন৷এরা যে ভারতীয় হাতী না তা আমরা জানি৷ 	Negative
3655	 মোবাইলটা খোয়ানোর ইচ্ছা আমার নেই 	Negative
2797	আমরা ছিলাম সবকিছু ভালই ছিল, কিন্তু আমরা শুধুমাত্র সেখানে একবারই ছিলাম।	Positive
4855	 এখানে এসোনা ভাই ওমানে কোন কাজ নেয়। 	Negative
295	 অামরা সব সময়ই বিলাসী চিন্তা করতে ভালবাসি। ডাবল লাইন করে ট্রনের সংখ্যা বাড়ান। তাহলেই অল্পদিনেই সুফল পেতে পারি। 	Positive
5450	ব্যাটিং এ খেই হারিয়ে ফেলেছে।এ কারনেই ব্যাটিং ধস।	Negative
900	 মওলানা ভাসানী ছিলেন বাংলাদেশের উজ্জল একটি তারা । 	Positive
5686	দক্ষ, অযোগ্য গভর্ণিং কমিটিকে অবিলম্বে বরখাস্ত করা হউক, অন্তত আগামী বিপিএলের স্বার্থে।	Negative
5017	মুমিনুল আর রাজ্জাকের মতো বাংলাদেশের সেরা টেস্ট ব্যাটসম্যান আর সেরা স্পিনারের ক্যারিয়ার শেষ করে দিতে চেয়েছিল সে।	Negative
1021	 হাসতে হাসতে বেহুশ হয়ে যাবেন রাজত্ব 	Positive
2282	 সেরা ৫ উকেট নিবে	Positive
275	এরকম আরও ফানি জোকস পড়তে চলে আসুন আমাদের পেজ মজার পেইজ 	Positive
4163	 নয়া দিগন্ত এর খুব চিন্তা হচ্ছে এই নিয়া 	Negative
587	 রাজশাহী দলের জিতাটা খুবই জরুরী। অতএব জয় টা 	Positive
5965	টপ অর্ডার কি বাল খেলল আজ ?	Negative
741	 অনেক ভাল খেলা হয়েছে এখন ইংল্যান্ড এর সাথে ভাল খেলার অপেক্ষায় 	Positive
3665	 সাকিবের ব্যবহার এর কারনে তার সকল মডেলের ব্রান্ড আমরা সবাই কি পরিহার করতে পারি না ? আসুন বর্জন করি । 	Negative
3288	 সু চি একজন মুখোশধারী শান্তিবাদি।যখন ওনি জেলে ছিলেন তখন বড় বড় শান্তির বুলি বার হতো আজ সরকার এর প্রধান থেকে আমরা তা নিষ্ঠুর চেহারা দেখতে পারলাম। সমায়ের নির্মমতম গণহত্যা আজ সু চির হাতেই রচিত হচ্ছে।সু চি আর তার দেশের প্রতি আজ ধিক্কার জানায় ঘৃণা সু চি তোমার জন্যা 	Negative
4072	শান্তিতে নোবেল পুরস্কার বিজয়ী সুচির অশান্তির উপহার ? ? ? 	Negative
1810	 বস এই সাকিবকেই আমরা সবসমই দেখতে চাই। কি ব্যাট কি বল একেই বলে সুপার সাকিব 	Positive
2167	মাহমুদউল্লাহ ভাইয়ের জন্য শুভকামনা |	Positive
3941	 তার মানে ওনার কালো টাকাটা এখোনো বেরিয়ে আসেনি। 	Negative
6876	দেখ তোমার সাথে আমি জগড়া করতে আসিনাই! আমার যা জানার তা আমি জানি তুমি মনেহয় একটু বেসি জান!।	Negative
3470	 মানুষ ত নয় জেন একটা বান্দর কুকুরি 	Negative
4865	 ওমান থেকে হাজার হাজার মানুষ ডুবাই আসে কাজের জন্য এদের কারণে ঢুবাই প্যবাসী দের অনেক সমস্যা হয়তে ছে তবুও মানুষ কেনো জে ওমানে জাইতে চে বুজি না 	Negative
2431	প্রতি ম্যাচ ভালো হবে না,এটা মাথায় রাখবেন,বেশি চাপ খেলোয়ার কে খারাপ করে	Positive
472	 যারা প্রস্তুতি ম্যাচে কষ্ট করে জিতে তারায় দিন শেষে ফাইনালের নায়ক হবে 	Positive
2453	প্লেয়াররা ৩ টা ম্যাচ খেলে নিজেদের স্টার মানতে নারাজ।	Positive
6336	বেলা শেষে বাংলার বিনোদনে এই টিম হতাশা আর হতাশা ডেলে দিচ্ছে !! 	Negative
2575	আমাদের অনুমোদন প্রিয় সসেজ এবং মুরগির সঙ্গে orecchiette হয় (সাধারণত ওয়েটার অর্ধেক তাই আপনি উভয় মেট নমুনা পেতে অর্ধেক বিভক্ত বিভক্ত করা যথেষ্ট)।	Positive
6195	মনে হয় কত বড় দল হয়ে গেছে! কত ট্রফির মালিক বাংলাদেশ যে ষড়যন্ত্র করে জিততে হবে!!	Negative
5312	একজন খেলোয়াড়ের ক্যরিয়ার কিভাবে ধ্বংস করতে হয় সেটা মমিনুলের উপর হাতুরুর যে ভয়াবহ আক্রোশ থেকেই প্রমাণিত হয়েছে।	Negative
3702	 তার মানে এটা সাজানো নাটিকা ছিল। 	Negative
6671	ওই সব আবালদের বেশীরভাগই পীরবাবা ম্যাছরাফির মুরিদ	Negative
6567	নিজের দেশের মাটিতে এ কেমন খেলা।	Negative
2106	বুঝিয়ে দেক আবার রাজ্জাক ফুরোয় নি,,, এখনো তার দেয়ার আছে অনেক কিছু	Positive
245	 ওমান প্রবাসীদের পক্ষ থেকে লাইভ দেখানোর জন্য ধন্যবাদ 	Positive
5271	 হাতুরের শ্রীলংকা বনাম মমিনুল হক। 	Negative
950	 সাকিব নং সাকিব দ্যা বস 	Positive
5706	বোলিং পিচ বানাইলে ব্যাটিং পারি না, ব্যাটিং পিচ বানাইলে বোলিং পারি না।	Negative
3694	 শেখ হাসিনাকে ঠিকই এইসব মামলা থেকে অব্যাহতি দিয়েছিলো তাদের সাত খুন মাফ আর বিরোধীদের নেই মাফ। বাংলাদেশের আদালত সম্পুর্ন সরকারেরর নিয়ন্ত্রনে সেখানে আপনি সুবিচার পাবেন না অবিচার সেটা নির্ভর করে আপনার রাজনৈতিক পরিচয়ের উপর 	Negative
3172	 মুসলমান মাত্রই ভীতু দুর্বল অক্ষম এবং হিজরে তার জ্বলন্ত উদাহরণ হল পাকিস্তান তালিবান বোকোহারাম ইত্যাদি কারন এরা পিছন থেকে হামলা চালায় সামনাসামনি মোকাবিলা করার ক্ষমতা এদের নেই আর কাংলাদেশীদের কথা না বলাই ভালো কারণ এরা হল পৃথিবীর মধ্যে দুর্বল এবং অসহায় আর ভারতীয়দের কাছে এরা হল শূয়োরের গূ যারা শুধু ফেসবুকে ঘেউ ঘেউ ছাড়া আর কিছুই করতে পারেনা ভয়ে বউয়ের শাড়ির ভিতরে গিয়ে লুকিয়ে পড়ে আর গরু চুরি করতে গিয়ে কূত্তার মত মারা পড়ে 	Negative
2601	সামান্য জায়গা  চতুর অভ্যন্তর সজ্জা,সাশ্রয়ী মূল্যের শহরের দাম আছে	Positive
385	 স্বাগতম আসুন আমরা পরশ পরকে ভাল বাসি। 	Positive
5596	সত্যি কথা বলতে বাংলাদেশ জিম্বাবুয়ের সাথে হারবে। 	Negative
3931	ওনি সেবন করতে পারেন না ? 	Negative
3581	 তুই কচুপোড়া শিক্ষিত তোকে চুদি।তুই মাদারচোদ।তোর অধিকার আছে তাইনা।তুই খানকির পোলা।মনে রাখিস শিক্ষার জন্য কোন নিদিষ্ট জায়গায় যাওয়া লাগেনা।তোকে এভাবে গালি না দিলে তুই হুশ পাবিনা। 	Negative
1078	 সত্যিকার বিকাশ এর সেবা অসাধারণ 	Positive
3198	 ভাই আপনার যারা মানবতাবাদী প্রত্যেকে নিজ বড়িতে টা পরিবারকে জয়গা দেন না কে মানা করছে। আবার ছাগলের মত বইলেননা সামর্থ থাকলে ঠিকই দিতাম। আপনারে এই মানবতা হচ্ছে ড্রেনের পানির মত যা কোন কজের না আর অত্যান্ত নোংড়া। 	Negative
2358	জিম্বাবুয়ে ফেভারিট। 	Positive
932	 মেহেদী মারুফকে বাংলাদেশ টি টোয়েন্টি ক্রিকেট দলে দেখতে চাই ই চাই। 	Positive
951	 যে নিজেকে সাহায্য করে মহান আল্লাহ তায়ালা তাকে সাহায্য করে। মিয়ানমারের রহীঙ্গারা অসীম কষ্ঠে আছে শুনে কষ্ঠ লাগে কিন্তু তারা সংখ্যায় তো কম নয় তবে কেন তারা সংগ্রাম শুরু করেনি।তাদের উচিত নিজেদের দেশের সরকারের সাথে যুদ্ধশুরু করা। আল্লাহ ভরসা তিনি আবশ্যই তখন রহীঙ্গাদের সফলতা দান করবেন 	Positive
5023	 মাশরাফি থাকলে ভাল হত,দু খানা পেদে দিত, আর শ্রীলনকা পাদের গন্ধে পিনিক এ পরে ইন্নিস বাবধানে হারত	Negative
6723	 হবেনা হবেনা , এদের দিয়ে হবেনা ।	Negative
6279	ক্রিকেট বোর্ড মনে হচ্ছে লুটতোরাজ জায়গা।	Negative
4454	 সবচেয়ে নিকৃষ্ট লুচ্চা জারজের বাচ্চার দেশ হলো রেন্ডিয়া। তারা আবার খুনি জাতি। 	Negative
1955	 তোমাকে দন্যবাদ জানাই তোমাকে নারী তোমি নারীজাতির গরব 	Positive
3613	 বাতিল মালদের কথা কেউ শুনবে না 	Negative
6012	আমার মতে উইকেট ঠিকই আছে। এমন উইকেট না হলে বাংলাদেশ কখনোই প্রতিপক্ষের ২০ উইকেট নিতে পারবে না।	Negative
4175	তাই তার মা ও বোনকে নিজ বাসায় একদিন নাজেহাল হতে হয়েছিলো এই ছেলেটি যেই রাজনৈতিক দল করে সেই দলেরই বিপক্ষ গ্রুপের হাতে। এই অপমান সহ্য করতে না পেরে ছেলেটির মা ও বোন বাসা ছেড়ে অন্য বাসায় গিয়ে উঠেছিলো অভিমান করে 	Negative
826	 মানবিক কারণে রোহিঙ্গাদের বাংলাদেশে আশ্রয় দেওয়া উচিত। 	Positive
3787	এটা প্রমানিত যে এভরি হিন্দু ইজ জারজ ষাড়ের 	Negative
4272	 তোর ছোটবেলা থেকে তোর মা তোকে দিয়ে তার খায়েশ মিটাতো বলেই চুদাচুদির বাইরে তুই কিছুই শিখিস নি। 	Negative
3582	গোপনে গোপনে আপনি কি সেই ব্যাক্তি যে বাজারে জাল হাদিস বানানো এবং ছড়ানোর দায়িত্ব পালন করেন। আপনার আলেম দের কে ডেকে আনেন জিজ্ঞেস করেন দাওয়াতের কতটুকু কাজ সম্পন্ন করেছে তারা। আপনি যাকিরের পাছাই লাগছেন। আজ আপনার আলেম সমাজ চুপ চাপ বলে দুনিয়াও রস 	Negative
6227	তাদের চর্মরোগ আছে, তবে সেটা চামড়ায় না হয়ে মনে আর মাথায় হয়েছে।	Negative
3864	 সকল মুসলিম দেশ থেকে বৌদ্ধ দের না বলা দরকার মায়ানমারের অং সান সুচিকে নোবেল পুরস্কার যারা দেয় তারা অসভ্য মানুষ তারা শিক্ষিত জাতি না মুসলিম হত্যার দায়ে সুচি কে ফাসি দেয়া দরকার 	Negative
3778	 যখন যুদ্ধ হয় তখন পাক বাহিনীরা হিন্দু নারীদের মাঠে ঘাটে স্কুল কলেজ মন্দির থেকে ধরে ধরে ধষর্ন করত। 	Negative
6436	হাতুরে কে স্যালুট	Negative
2907	ভাল সঙ্গীত, মহান খাদ্য, দ্রুত পরিষেবা সাশ্রয়ী মূল্যের দাম।	Positive
1702	 সর্ব কালের সর্ব শেষ্ঠ ফানি পেইজ চুপ থাকবি ? 	Positive
185	 দাদা আপনাকে এই দেশের মানুষ অনেক সন্মান করে অতএব দায়িত্ব নিয়ে কথা বলুন। 	Positive
5159	বাংলাদেশ জিতার কথা যদি হেরে জায় তাহলে বুজতে হবে এর পিছনে অন্য কারন অাছে।	Negative
1082	 বিপিএল মোস্তাফিজের সহ্য বাংলাদেশের সকল খেলার সংবাদ দেখতে এই পেইজটিতে লাইক দিন 	Positive
1807	 প্রথম আলো এর সকল আয়োজন সুন্দর হোক সফল হোক। প্রথম আলোর প্রতিটি সংবাদ প্রতিটি তথ্য প্রতিটি প্রবন্ধ কথা আরও গতিময় হোক এর প্রতিটি পৃষ্ঠার গুরুত্বপূর্ণ বার্তা সকল পাঠকের প্রাণের কাঙ্খিত আশার বাস্তব প্রতিফলন। যেন সকালের চায়ের পেয়ালায় একাগ্রচিত্ততা যেন নেশাময় লেখা যা একদিন না পড়লে সেদিন মনে হয় অন্ধকারের অমানেশায় হারিয়ে যাওয়া অজপাঁড়া গ্রামের জীবনমান। ধন্যবাদ জানাই প্রথম আলোর প্রতিষ্ঠাতা সম্পাদক ও সকল বার্তা বাহকসহ আমাদের গোয়ালন্দ উপজেলার প্রথম আলোর সাংবাদিক রায়হান ভাইকে।শুভ কামনা প্রথম আলো। 	Positive
2024	স্যলুট জানাই রাজ্জাক ভাই কে।।	Positive
4436	আর লোক খুঁজে পেলেন না। 	Negative
1982	 আল্লাহ হেতেরে হেদায়েত দান করুন আর মুসলমান দের কে নিরাপদ রাখুন 	Positive
250	তাহলে গোটা দুনিয়াটা অনেক সুন্দর হতো। 	Positive
1185	আর নাম্বার পজিশনে অন্তত একজন বিগ হিটার প্রয়োজন। 	Positive
6749	নিশ্চয় শ্রীলংকান রা পিছিয়ে থাকবে না।এটা তাদের সফলতম মাঠ	Negative
475	 কাতার থেকে আমরাই জিতবো ইন শা আল্লাহ 	Positive
1813	 হৃদয়টাকে আর স্থির রাখতে পারছি কেননা সে এখন শুধু সাকিবময় এবং মিরাজময় হয়ে আছে। অসংখ্য সেলুট জানাই হে বাংলার বাঘ তোমাদের হিংস্র থাবায় ইংলিশ সাম্রাজ্য তছনছ করে দেয়ার জন্য। 	Positive
2238	খুশি হতাম যদি আব্দুর রাজ্জাক ভাইয়া ওয়ানডে ও টি টুয়েন্টি খেলতো	Positive
2611	স্থানটি এত শীতল এবং পরিষেবাটি যে প্রম্পট এবং বিনয়ী।	Positive
942	 আসিফ ভাইয়ের টা খুব ভাল লাগলো।বড় ভাইয়ের মত জবাব দিয়েছেন তিনি।সত্যি তাই। 	Positive
3312	 সুচির চেহারাটা দেখেন একদম ডাইনি। পিচাস যারা শুধু মানুষের রক্ত পান করতে ভালো বাসে। 	Negative
6036	আমাদের শান্তনা দুজন বোলার ৪ উইকেট পাইছে,এটা নিয়াই হিহিই করতে থাকি।	Negative
2050	মিরপুরে ২য় ইনিংসে পরে ব্যাটিং করা কঠিন আর দলে মোসাদ্দেককে না নেয়াটা বোধহয় ঠিক হয়নি। তরপরও শুভকামনা।	Positive
3490	 টাকা সব সালাউদ্দিন লুঠেপুটে কাছছে 	Negative
6779	 সম্মান করতে শিখ সম্মান পাবে,তোর কারণে তোর মা বাবা বোনটাও গালি শুনছে	Negative
64	 হ্যাটট্রিক চ্যাম্পিয়ন বাংলাদেশ চাই অনেক এগিয়ে যাক হকিতে এই দেশ 	Positive
5512	এক ম্যাচ ভালো খেললে, পরের ম্যাচ খারাপ খেলবে এটাই স্বাভাবিক।এটাই বাংঙ্গালী পেলেয়ারদের ধরন।	Negative
1065	 ধন্যবাদ সাকিব তুমি আরো ভালো করো 	Positive
892	 খুবই ভালো মানুষ ছিলেন। ওনি। 	Positive
4385	 কোন লাব নাই নৌকা ফাশ 	Negative
738	 কাশ্মীরের মুজাহিদ স্বাধীনতার কামী দের প্রতি রহিল অনেক অনেক শূভেচ্ছা ও অভিনন্দন 	Positive
5246	তামিম , মুশফিক আর মাহমুদুল্লাহ এদের যদি জাতীয়তা বোধ থাকে? তবে পরবর্তি ম্যাচে বাংলাদেশ জিতবে।	Negative
6089	মেহেদী মিরাজকে দিয়ে কিছু একটা আশা করা যেতে পারে.	Negative
4598	 মামলা ঝুলিয়ে রাখলে এরশাদও ঝুলে থাকবে। 	Negative
4021	 বন্ধ সিমে ডাটা অফার নেই 	Negative
287	 আসা করি ভাল কাজ করবে টামপ 	Positive
97	 দিদি তোমাকে এই পুজোর সাজে খুব সুন্দর লাগছে 	Positive
1915	 আমরা সবাই স্রোষ্টার কাছে প্রার্থানা করি যে সাব্বির ভাই যেন এই বলিং পিচে টিকে থেকে মাথা ঠান্ডা রেখে দলকে জিতাতে পারে এবং এই জয়ের নায়ক পারে । 	Positive
6446	সাব্বির, তাসকিন কি ক্রিকেটার নাকি? 	Negative
6817	তাইলে খেলারই দরকার নাই।	Negative
463	 শত কোটি সালাম সুমির মত সাহসী মেয়েকে যে নষ্ট হয়নি হাত পাতেনি বীর 	Positive
6393	যে হোটেলে নিয়ে মাইর দেয় ,যে মাঠে দর্শককে মার দেয়।তার আর খেলার শক্তি থাকে	Negative
970	মোমিনুল নাসির বা এনামুলকে নেয়া হোক। 	Positive
4946	দেশ সমপরকে কি বাল জানে 	Negative
3684	 প্রশাসনের উপযুক্ত তদারকির জন্য এমন দূঃখজনক ঘটনা বার বার সামনে আসছে৷ আরে ভাই পোশাক শিল্পের ক্ষেত্রে দেখেন তাজরিনের মতো সাভার আশুলিয়া নবীনগর ইপিজেড পুরো এলাকায় অনেক অনেক অবৈধ্যা স্থাপনা কলকারখানা ব্যাঙের ছাতার মতো আছে ৷ এমনি এই কালার ম্যাচ কোম্পানিটাও ছিলো জিরাবো স্টেনের কাছেই৷ বিজিএম থেকে গার্মেন্ট কোম্পানিগুলোতে ঠিকমতো কম্প্লায়ান্স করে কি না তার তদারকি করে না৷ কিছু টাকা পেলেই তদান্ত করে না সব ওকে৷ এর জন্যই এই ম্যাচ কোম্পানির মতো এই আশুলিয়ায় আচার কোম্পানি সহ বিভিন্ন কোম্পানি আছে যা হ 	Negative
6761	ইমরুল বাদে তিনটা আউট মেনেনিতে পারছিনা ?	Negative
4782	 ক্ষতির সম্মুখীন হচ্ছে কাশ্মীর।। আমি চাই কাশ্মীরকে স্বাধীনতা দেয়া হোক।এতে ভারত পাকিস্তানের যুদ্ধ শেষ হবে এবং কাশ্মীর ধ্বংসযজ্ঞ থেকে রক্ষা পাবে।। 	Negative
882	 ঠিক বাপের বেটা জয় এরদোগান। 	Positive
3378	 এই চুং চাং মাগীরে দেখলেই মেজাজ খারপ হয়ে যায় ।। 	Negative
1884	 আমাদের এই মুহুর্তে বেশকিছু ডাটা অফার চালু আছে। আপনি সেখান থেকে আপনার পছন্দের অফারটি বেছে নিতে পারেন। আমাদের সকল নিত্যনতুন ডাটা অফার জানতে আমাদের ওয়েবসাইট ভিজিট করতে অনুরোধ করছি। 	Positive
6526	একবার আহব্বান করলে আমরা সাধারণ জনগন যে কোন কন্ডিশননে খেলতে প্রস্তুত।।	Negative
4927	 কথাটা কতটুকু সত্তি যানিনা তবে খুন ধর্ষন চাঁদাবাজি মন্দির ভাঙ্গা হিন্দুদের জমি দখল ঘুশখোর এগুলি ঠিকএই এগিয়ে যাচ্ছে কোন সন্দেহ নেই। 	Negative
1588	 নাসির তুমি এগিয়ে যাও।।কোটি লোক তোমার সাথে আছে তুমি ভালো খেলে যাও দেখবে আমাদের ছাপে পাপন তোমায় দলে নিতেই হবে এবং ওর মেয়ের সাথে তোমার বিয়ে দিমু তুমি আমাদের একজন ভালো ফিনিসার তোমরা আমাকে একটা নাসির দাও আমি তোমাদের জয় উপহার দিবো আর তোমরা আমায় একটা শুভাগতা হোম দাও আমি তোমাদের হার উপহার দিবো নাসির তুমি এগিয়ে যাও।।।।। 	Positive
212	 তামিম ভাই তোমাকে ধন্যবাদ । 	Positive
3947	 তোরে জুতা মারার কেউ নাই 	Negative
4764	 কয়দিন পর সানির পায়খানার খবরও দিবে। 	Negative
2544	লিটন স্যার কে বিশ্রাময়ের জন্য দলের বাইরে রাখা হয়ছে !	Positive
5958	আজ হেরে গেলাম	Negative
989	 তাহসান ভাই আমি আপনার একজন ভীষন বড় ফ্যান।আপনার গান অভিনয় আমার অনেক ভালো লাগে।আপনার জম্মদিন শুভ হোক এই কামনা করছি। 	Positive
4933	 এই শালীরে কেউ পাবনাখানায় ভর্তি করুন নতুবা রেন্ডিয়ায় পাটিয়ে দিন নতুবা গণধোলাই দিন। 	Negative
851	 পরিস্কারভাবে আল্লাহর বাণী পৌছে দেয়াই আমাদের দায়িত্ব 	Positive
6038	যত রানই হোক সেটা টেস্ট স্পেশালিষ্ট সাব্বিরের জন্য তুচ্ছ । নো টেনশন	Negative
